Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0009014		ser_TRINITY_DN5551_c0_g1.p3, ser_TRINITY_DN5551_c0_g2.p2	
OG0009015		ser_TRINITY_DN55537_c0_g5.p1	Ec-00_010510.1
OG0009016		ser_TRINITY_DN55624_c0_g1.p1	Ec-11_004090.1
OG0009017		ser_TRINITY_DN5576_c0_g3.p1	Ec-02_004660.1
OG0009018		ser_TRINITY_DN558_c0_g1.p1	Ec-07_005520.1
OG0009019		ser_TRINITY_DN558_c0_g2.p1	Ec-17_001500.1
OG0009020		ser_TRINITY_DN56110_c0_g1.p1	Ec-04_002630.1
OG0009021		ser_TRINITY_DN5612_c0_g1.p1	Ec-19_002230.1
OG0009022		ser_TRINITY_DN5616_c0_g2.p1	Ec-20_000710.1
OG0009023		ser_TRINITY_DN56178_c0_g1.p1	Ec-05_002680.1
OG0009024		ser_TRINITY_DN5625_c0_g1.p1	Ec-20_001810.1
OG0009025		ser_TRINITY_DN5650_c0_g1.p1	Ec-06_010250.1
OG0009026		ser_TRINITY_DN56561_c0_g1.p1	Ec-07_005020.1
OG0009027		ser_TRINITY_DN566_c0_g2.p1	Ec-18_003160.2
OG0009028		ser_TRINITY_DN5695_c0_g5.p1	Ec-17_001430.1
OG0009029		ser_TRINITY_DN5698_c0_g1.p1	Ec-04_006460.1
OG0009030		ser_TRINITY_DN569_c0_g1.p1	Ec-27_005570.1
OG0009031		ser_TRINITY_DN57083_c0_g1.p1	Ec-25_001290.1
OG0009032		ser_TRINITY_DN5718_c0_g1.p1	Ec-03_004480.1
OG0009033		ser_TRINITY_DN5731_c0_g1.p1	Ec-11_004120.1
OG0009034		ser_TRINITY_DN57621_c0_g2.p1	Ec-03_002350.1
OG0009035		ser_TRINITY_DN5771_c0_g1.p1	Ec-00_011380.1
OG0009036		ser_TRINITY_DN57760_c0_g3.p1	Ec-26_004270.1
OG0009037		ser_TRINITY_DN57807_c0_g1.p1	Ec-14_001730.1
OG0009038		ser_TRINITY_DN57815_c0_g1.p1	Ec-03_003640.1
OG0009039		ser_TRINITY_DN57845_c0_g2.p1	Ec-21_006280.1
OG0009040		ser_TRINITY_DN57977_c0_g1.p2	Ec-25_000030.1
OG0009041		ser_TRINITY_DN5804_c0_g1.p1	Ec-06_008570.1
OG0009042		ser_TRINITY_DN58061_c0_g2.p1, ser_TRINITY_DN9184_c0_g1.p1	
OG0009043		ser_TRINITY_DN58078_c0_g1.p1	Ec-06_001940.1
OG0009044		ser_TRINITY_DN58153_c0_g2.p1	Ec-26_002470.1
OG0009045		ser_TRINITY_DN5818_c0_g1.p1	Ec-06_002260.1
OG0009046		ser_TRINITY_DN581_c0_g1.p1	Ec-06_003460.1
OG0009047		ser_TRINITY_DN5820_c0_g2.p1	Ec-11_005910.1
OG0009048		ser_TRINITY_DN58735_c0_g1.p1	Ec-16_002900.1
OG0009049		ser_TRINITY_DN58778_c0_g2.p1	Ec-20_002360.1
OG0009050		ser_TRINITY_DN58803_c0_g1.p1	Ec-02_005650.1
OG0009051		ser_TRINITY_DN5884_c0_g1.p1	Ec-03_004530.1
OG0009052		ser_TRINITY_DN59577_c0_g2.p1	Ec-01_001300.1
OG0009053		ser_TRINITY_DN5963_c0_g2.p1	Ec-18_003280.1
OG0009054		ser_TRINITY_DN59859_c0_g1.p1	Ec-06_007580.1
OG0009055		ser_TRINITY_DN6006_c0_g4.p1	Ec-19_002310.1
OG0009056		ser_TRINITY_DN6014_c0_g1.p1	Ec-27_001730.1
OG0009057		ser_TRINITY_DN60324_c0_g1.p1	Ec-16_000640.1
OG0009058		ser_TRINITY_DN6033_c0_g1.p1	Ec-03_001150.1
OG0009059		ser_TRINITY_DN6037_c0_g2.p1	Ec-25_002930.1
OG0009060		ser_TRINITY_DN6052_c0_g1.p1	Ec-02_001550.1
OG0009061		ser_TRINITY_DN6054_c0_g1.p1	Ec-27_000260.1
OG0009062		ser_TRINITY_DN6055_c1_g1.p1	Ec-11_003920.1
OG0009063		ser_TRINITY_DN60741_c0_g3.p1	Ec-10_001380.1
OG0009064		ser_TRINITY_DN60791_c0_g1.p1	Ec-19_003610.1
OG0009065		ser_TRINITY_DN6086_c0_g1.p1	Ec-03_000410.1
OG0009066		ser_TRINITY_DN6093_c0_g1.p1	Ec-13_004550.1
OG0009067		ser_TRINITY_DN6097_c0_g1.p1	Ec-19_003210.1
OG0009068		ser_TRINITY_DN609_c0_g1.p1	Ec-02_001960.1
OG0009069		ser_TRINITY_DN60_c0_g1.p1	Ec-01_006190.1
OG0009070		ser_TRINITY_DN6110_c0_g1.p1	Ec-02_006390.1
OG0009071		ser_TRINITY_DN6112_c0_g1.p1	Ec-05_005730.1
OG0009072		ser_TRINITY_DN6123_c0_g3.p1	Ec-11_004300.1
OG0009073		ser_TRINITY_DN6146_c0_g1.p1	Ec-08_000370.1
OG0009074		ser_TRINITY_DN6159_c1_g1.p1	Ec-27_006180.1
OG0009075		ser_TRINITY_DN61709_c0_g1.p2	Ec-07_005110.2
OG0009076		ser_TRINITY_DN61866_c0_g1.p1	Ec-04_000900.5
OG0009077		ser_TRINITY_DN6218_c0_g2.p1	Ec-04_006280.1
OG0009078		ser_TRINITY_DN621_c0_g2.p1	Ec-10_000670.1
OG0009079		ser_TRINITY_DN6237_c0_g1.p1	Ec-23_001370.1
OG0009080		ser_TRINITY_DN6240_c0_g1.p1	Ec-11_001610.1
OG0009081		ser_TRINITY_DN6252_c0_g2.p1	Ec-00_001440.1
OG0009082		ser_TRINITY_DN62605_c0_g2.p1	Ec-05_000940.1
OG0009083		ser_TRINITY_DN62610_c0_g1.p1	Ec-08_003150.1
OG0009084		ser_TRINITY_DN62820_c0_g1.p1	Ec-12_007000.1
OG0009085		ser_TRINITY_DN62856_c0_g1.p2	Ec-21_005600.1
OG0009086		ser_TRINITY_DN62996_c0_g1.p1	Ec-07_002970.1
OG0009087		ser_TRINITY_DN6370_c0_g1.p1	Ec-07_001180.1
OG0009088		ser_TRINITY_DN6377_c0_g2.p4	Ec-14_003010.1
OG0009089		ser_TRINITY_DN6389_c0_g1.p1	Ec-01_009320.1
OG0009090		ser_TRINITY_DN6393_c0_g2.p1	Ec-26_001620.1
OG0009091		ser_TRINITY_DN6397_c0_g1.p1	Ec-18_003820.1
OG0009092		ser_TRINITY_DN6416_c0_g1.p1	Ec-18_004530.1
OG0009093		ser_TRINITY_DN641_c0_g1.p1	Ec-00_000210.1
OG0009094		ser_TRINITY_DN64338_c0_g1.p1	Ec-26_002870.1
OG0009095		ser_TRINITY_DN64424_c0_g1.p1	Ec-24_000870.1
OG0009096		ser_TRINITY_DN6459_c1_g1.p1	Ec-21_003480.1
OG0009097		ser_TRINITY_DN64677_c0_g2.p1	Ec-27_002930.1
OG0009098		ser_TRINITY_DN64716_c1_g1.p1	Ec-07_004940.1
OG0009099		ser_TRINITY_DN6491_c0_g1.p1, ser_TRINITY_DN8458_c0_g1.p1	
OG0009100		ser_TRINITY_DN64_c0_g1.p1	Ec-01_008410.1
OG0009101		ser_TRINITY_DN6509_c0_g1.p1	Ec-14_000750.1
OG0009102		ser_TRINITY_DN6510_c0_g1.p1	Ec-22_001270.1
OG0009103		ser_TRINITY_DN65296_c0_g1.p1	Ec-19_001840.1
OG0009104		ser_TRINITY_DN652_c0_g1.p1	Ec-01_009750.1
OG0009105		ser_TRINITY_DN6531_c0_g2.p1	Ec-10_000780.1
OG0009106		ser_TRINITY_DN6555_c0_g1.p1	Ec-01_007150.1
OG0009107		ser_TRINITY_DN6558_c0_g2.p1	Ec-10_000080.1
OG0009108		ser_TRINITY_DN6560_c0_g2.p1	Ec-11_005250.1
OG0009109		ser_TRINITY_DN65753_c0_g1.p1	Ec-00_008690.1
OG0009110		ser_TRINITY_DN6580_c0_g1.p1	Ec-01_002420.1
OG0009111		ser_TRINITY_DN6623_c0_g1.p1	Ec-25_000450.1
OG0009112		ser_TRINITY_DN6631_c0_g1.p1	Ec-01_002890.1
OG0009113		ser_TRINITY_DN66331_c0_g1.p4	Ec-01_011270.1
OG0009114		ser_TRINITY_DN6637_c0_g2.p1	Ec-27_005980.1
OG0009115		ser_TRINITY_DN66563_c0_g1.p1	Ec-11_002130.2
OG0009116		ser_TRINITY_DN6726_c0_g1.p1	Ec-12_002770.1
OG0009117		ser_TRINITY_DN67412_c0_g1.p1	Ec-16_003310.1
OG0009118		ser_TRINITY_DN6752_c0_g1.p1	Ec-27_006780.1
OG0009119		ser_TRINITY_DN67721_c0_g2.p1	Ec-21_003680.1
OG0009120		ser_TRINITY_DN6776_c0_g1.p1	Ec-26_006050.1
OG0009121		ser_TRINITY_DN67795_c0_g1.p1	Ec-21_000370.1
OG0009122		ser_TRINITY_DN6781_c0_g4.p1, ser_TRINITY_DN9146_c0_g3.p1	
OG0009123		ser_TRINITY_DN6782_c0_g1.p1	Ec-16_002820.1
OG0009124		ser_TRINITY_DN678_c0_g2.p1	Ec-05_004070.1
OG0009125		ser_TRINITY_DN67917_c0_g1.p2	Ec-21_001880.1
OG0009126		ser_TRINITY_DN6805_c0_g1.p1	Ec-02_002280.1
OG0009127		ser_TRINITY_DN68249_c0_g1.p1	Ec-27_006120.1
OG0009128		ser_TRINITY_DN6824_c0_g1.p1	Ec-06_002700.1
OG0009129		ser_TRINITY_DN68257_c0_g1.p1	Ec-08_006390.1
OG0009130		ser_TRINITY_DN6837_c0_g2.p1	Ec-01_000320.1
OG0009131		ser_TRINITY_DN68739_c0_g2.p1	Ec-00_004560.1
OG0009132		ser_TRINITY_DN6874_c0_g1.p2, ser_TRINITY_DN687_c0_g1.p2	
OG0009133		ser_TRINITY_DN688_c1_g3.p1	Ec-03_004040.1
OG0009134		ser_TRINITY_DN6919_c0_g1.p1	Ec-26_000580.1
OG0009135		ser_TRINITY_DN69204_c0_g1.p1, ser_TRINITY_DN69204_c0_g2.p1	
OG0009136		ser_TRINITY_DN69216_c0_g1.p1	Ec-21_003290.1
OG0009137		ser_TRINITY_DN69267_c0_g1.p1	Ec-14_004730.1
OG0009138		ser_TRINITY_DN6929_c0_g1.p1	Ec-05_002440.1
OG0009139		ser_TRINITY_DN6933_c0_g3.p1	Ec-01_006350.1
OG0009140		ser_TRINITY_DN69358_c0_g1.p1	Ec-20_001600.1
OG0009141		ser_TRINITY_DN6943_c0_g1.p1	Ec-07_004730.1
OG0009142		ser_TRINITY_DN6945_c0_g1.p1	Ec-16_001110.1
OG0009143		ser_TRINITY_DN694_c1_g3.p1	Ec-12_000800.1
OG0009144		ser_TRINITY_DN69653_c0_g1.p1	Ec-14_004170.1
OG0009145		ser_TRINITY_DN696_c0_g1.p1	Ec-11_002900.1
OG0009146		ser_TRINITY_DN6977_c0_g1.p1	Ec-04_000640.1
OG0009147		ser_TRINITY_DN70098_c0_g1.p1	Ec-00_009100.1
OG0009148		ser_TRINITY_DN70396_c0_g2.p1	Ec-00_008700.1
OG0009149		ser_TRINITY_DN7044_c0_g1.p1	Ec-19_004230.1
OG0009150		ser_TRINITY_DN70482_c0_g1.p1	Ec-27_006080.1
OG0009151		ser_TRINITY_DN70558_c0_g1.p1	Ec-02_001230.1
OG0009152		ser_TRINITY_DN7062_c0_g1.p1	Ec-00_005960.1
OG0009153		ser_TRINITY_DN70739_c0_g1.p1	Ec-10_006070.1
OG0009154		ser_TRINITY_DN7073_c0_g1.p1	Ec-20_000900.1
OG0009155		ser_TRINITY_DN70846_c0_g1.p1	Ec-12_006840.1
OG0009156		ser_TRINITY_DN7085_c0_g1.p1	Ec-02_001440.1
OG0009157		ser_TRINITY_DN7088_c0_g1.p1	Ec-27_003000.1
OG0009158		ser_TRINITY_DN708_c0_g1.p1	Ec-22_003710.1
OG0009159		ser_TRINITY_DN70932_c0_g1.p1	Ec-14_000260.1
OG0009160		ser_TRINITY_DN7098_c0_g1.p1	Ec-24_003010.1
OG0009161		ser_TRINITY_DN7104_c0_g1.p1	Ec-10_002660.1
OG0009162		ser_TRINITY_DN7115_c0_g2.p1	Ec-27_004300.1
OG0009163		ser_TRINITY_DN7137_c0_g3.p1	Ec-25_000490.1
OG0009164		ser_TRINITY_DN71447_c0_g1.p1	Ec-00_009355.1
OG0009165		ser_TRINITY_DN7145_c0_g1.p1	Ec-14_000340.1
OG0009166		ser_TRINITY_DN7167_c0_g1.p1	Ec-01_003790.1
OG0009167		ser_TRINITY_DN7172_c0_g2.p1	Ec-27_000270.1
OG0009168		ser_TRINITY_DN7181_c2_g1.p1	Ec-22_002360.1
OG0009169		ser_TRINITY_DN7191_c0_g2.p1	Ec-26_005270.1
OG0009170		ser_TRINITY_DN7195_c0_g3.p1	Ec-14_000160.1
OG0009171		ser_TRINITY_DN72053_c0_g1.p1	Ec-03_003920.1
OG0009172		ser_TRINITY_DN7218_c0_g3.p1	Ec-07_001020.1
OG0009173		ser_TRINITY_DN7224_c0_g1.p1	Ec-03_001530.1
OG0009174		ser_TRINITY_DN7237_c0_g1.p1	Ec-16_001640.1
OG0009175		ser_TRINITY_DN7254_c0_g1.p1	Ec-09_000380.1
OG0009176		ser_TRINITY_DN7256_c0_g1.p1	Ec-12_004290.1
OG0009177		ser_TRINITY_DN7261_c0_g2.p1	Ec-19_003790.1
OG0009178		ser_TRINITY_DN72696_c0_g1.p1	Ec-08_004380.1
OG0009179		ser_TRINITY_DN72786_c0_g1.p2, ser_TRINITY_DN72786_c0_g2.p3	
OG0009180		ser_TRINITY_DN7288_c0_g1.p1	Ec-23_003230.1
OG0009181		ser_TRINITY_DN7288_c0_g4.p1	Ec-23_003240.1
OG0009182		ser_TRINITY_DN7294_c0_g1.p1	Ec-02_003290.1
OG0009183		ser_TRINITY_DN72987_c0_g1.p1	Ec-24_001370.1
OG0009184		ser_TRINITY_DN72_c0_g1.p1	Ec-19_001230.1
OG0009185		ser_TRINITY_DN7313_c0_g1.p1	Ec-01_010000.1
OG0009186		ser_TRINITY_DN7318_c0_g4.p1	Ec-10_001330.1
OG0009187		ser_TRINITY_DN7320_c0_g2.p1	Ec-22_001080.1
OG0009188		ser_TRINITY_DN732_c0_g1.p1	Ec-20_000590.1
OG0009189		ser_TRINITY_DN7337_c0_g1.p1	Ec-01_011700.1
OG0009190		ser_TRINITY_DN7347_c0_g3.p1	Ec-02_002670.1
OG0009191		ser_TRINITY_DN7356_c0_g1.p1	Ec-06_010710.1
OG0009192		ser_TRINITY_DN7360_c0_g3.p1	Ec-11_001290.1
OG0009193		ser_TRINITY_DN7371_c0_g1.p1	Ec-05_006210.1
OG0009194		ser_TRINITY_DN7372_c0_g2.p1	Ec-08_002730.1
OG0009195		ser_TRINITY_DN7379_c0_g1.p1	Ec-04_005290.1
OG0009196		ser_TRINITY_DN73960_c0_g2.p1	Ec-08_005870.1
OG0009197		ser_TRINITY_DN7413_c0_g2.p1	Ec-17_001100.1
OG0009198		ser_TRINITY_DN74365_c0_g1.p1	Ec-18_001880.1
OG0009199		ser_TRINITY_DN7436_c0_g1.p1	Ec-02_005930.1
OG0009200		ser_TRINITY_DN74665_c0_g1.p1	Ec-07_006670.1
OG0009201		ser_TRINITY_DN74875_c0_g1.p1	Ec-14_003550.1
OG0009202		ser_TRINITY_DN7490_c0_g4.p1	Ec-08_003680.1
OG0009203		ser_TRINITY_DN7498_c0_g1.p1	Ec-05_006415.1
OG0009204		ser_TRINITY_DN7512_c0_g1.p1	Ec-02_002720.1
OG0009205		ser_TRINITY_DN7537_c0_g3.p1	Ec-13_003930.1
OG0009206		ser_TRINITY_DN75489_c0_g1.p1	Ec-22_000940.1
OG0009207		ser_TRINITY_DN7552_c0_g1.p1	Ec-27_006910.1
OG0009208		ser_TRINITY_DN75893_c0_g1.p1	Ec-07_004270.1
OG0009209		ser_TRINITY_DN76181_c1_g2.p5	Ec-06_000370.4
OG0009210		ser_TRINITY_DN76293_c0_g1.p1	Ec-27_002020.2
OG0009211		ser_TRINITY_DN76377_c0_g1.p1	Ec-20_004540.1
OG0009212		ser_TRINITY_DN76516_c0_g2.p2	Ec-16_003710.3
OG0009213		ser_TRINITY_DN76566_c0_g1.p1	Ec-24_000650.1
OG0009214		ser_TRINITY_DN7657_c0_g3.p1	Ec-00_009940.1
OG0009215		ser_TRINITY_DN7658_c0_g1.p2, ser_TRINITY_DN7658_c0_g3.p2	
OG0009216		ser_TRINITY_DN76661_c0_g1.p2	Ec-18_001940.2
OG0009217		ser_TRINITY_DN76755_c0_g1.p1	Ec-11_001260.1
OG0009218		ser_TRINITY_DN7676_c0_g1.p1	Ec-08_001230.1
OG0009219		ser_TRINITY_DN7678_c0_g2.p1	Ec-18_003490.1
OG0009220		ser_TRINITY_DN7680_c0_g2.p1	Ec-26_005350.1
OG0009221		ser_TRINITY_DN7684_c0_g1.p1	Ec-07_006530.1
OG0009222		ser_TRINITY_DN76965_c0_g1.p1	Ec-01_000180.1
OG0009223		ser_TRINITY_DN7704_c0_g5.p1	Ec-02_004130.1
OG0009224		ser_TRINITY_DN7718_c0_g1.p1	Ec-06_001500.1
OG0009225		ser_TRINITY_DN7718_c0_g3.p1	Ec-01_000290.1
OG0009226		ser_TRINITY_DN7721_c0_g1.p1	Ec-18_001070.1
OG0009227		ser_TRINITY_DN7722_c0_g2.p1	Ec-01_008180.3
OG0009228		ser_TRINITY_DN7723_c0_g2.p1	Ec-17_000840.1
OG0009229		ser_TRINITY_DN7723_c3_g1.p1	Ec-22_002740.1
OG0009230		ser_TRINITY_DN7731_c1_g2.p1	Ec-01_011760.1
OG0009231		ser_TRINITY_DN77340_c0_g1.p1	Ec-12_003320.1
OG0009232		ser_TRINITY_DN7747_c0_g1.p1	Ec-08_002210.1
OG0009233		ser_TRINITY_DN77551_c0_g2.p1	Ec-28_000720.1
OG0009234		ser_TRINITY_DN7760_c0_g1.p1	Ec-06_010370.1
OG0009235		ser_TRINITY_DN7761_c1_g3.p2, ser_TRINITY_DN9868_c0_g2.p2	
OG0009236		ser_TRINITY_DN7766_c0_g2.p1	Ec-12_005380.1
OG0009237		ser_TRINITY_DN77747_c0_g1.p1	Ec-02_005200.1
OG0009238		ser_TRINITY_DN7780_c0_g1.p1	Ec-21_004610.1
OG0009239		ser_TRINITY_DN7781_c0_g1.p1	Ec-16_000080.1
OG0009240		ser_TRINITY_DN77825_c0_g3.p1	Ec-06_003700.1
OG0009241		ser_TRINITY_DN77903_c0_g1.p1	Ec-02_000120.1
OG0009242		ser_TRINITY_DN78031_c0_g2.p1	Ec-22_002690.1
OG0009243		ser_TRINITY_DN7806_c0_g1.p1	Ec-26_005460.1
OG0009244		ser_TRINITY_DN7809_c0_g1.p1	Ec-07_001500.2
OG0009245		ser_TRINITY_DN7833_c0_g2.p1	Ec-06_004530.1
OG0009246		ser_TRINITY_DN785_c0_g2.p1	Ec-12_006240.1
OG0009247		ser_TRINITY_DN7865_c0_g2.p1	Ec-22_003970.1
OG0009248		ser_TRINITY_DN7894_c0_g1.p1	Ec-08_000200.1
OG0009249		ser_TRINITY_DN78969_c0_g1.p1	Ec-09_003840.1
OG0009250		ser_TRINITY_DN79223_c0_g1.p1	Ec-26_006650.1
OG0009251		ser_TRINITY_DN7933_c0_g1.p1	Ec-23_000180.1
OG0009252		ser_TRINITY_DN7946_c0_g2.p1	Ec-27_000030.1
OG0009253		ser_TRINITY_DN7963_c0_g1.p1	Ec-06_001380.1
OG0009254		ser_TRINITY_DN7980_c0_g1.p1	Ec-03_002410.1
OG0009255		ser_TRINITY_DN8007_c2_g1.p1	Ec-01_005750.1
OG0009256		ser_TRINITY_DN8045_c0_g2.p1	Ec-09_004180.1
OG0009257		ser_TRINITY_DN8054_c0_g5.p1	Ec-08_004100.1
OG0009258		ser_TRINITY_DN8070_c0_g1.p1	Ec-05_003670.1
OG0009259		ser_TRINITY_DN808_c0_g2.p1	Ec-27_003960.1
OG0009260		ser_TRINITY_DN80981_c0_g1.p1	Ec-08_004350.1
OG0009261		ser_TRINITY_DN8113_c0_g1.p1	Ec-16_001260.1
OG0009262		ser_TRINITY_DN814_c0_g1.p1	Ec-20_002080.1
OG0009263		ser_TRINITY_DN81970_c0_g1.p1	Ec-15_001680.1
OG0009264		ser_TRINITY_DN82117_c0_g1.p3	Ec-21_002090.1
OG0009265		ser_TRINITY_DN8215_c0_g1.p4	Ec-14_001580.1
OG0009266		ser_TRINITY_DN82200_c0_g1.p1	Ec-00_003260.1
OG0009267		ser_TRINITY_DN82201_c0_g1.p1	Ec-26_004310.1
OG0009268		ser_TRINITY_DN8227_c0_g1.p1	Ec-00_000350.1
OG0009269		ser_TRINITY_DN8237_c0_g2.p1	Ec-12_002680.1
OG0009270		ser_TRINITY_DN8282_c0_g1.p1	Ec-03_002630.1
OG0009271		ser_TRINITY_DN82865_c0_g1.p1	Ec-19_001450.1
OG0009272		ser_TRINITY_DN829_c2_g2.p1	Ec-08_002120.1
OG0009273		ser_TRINITY_DN829_c2_g3.p1	Ec-11_000830.1
OG0009274		ser_TRINITY_DN82_c0_g1.p1	Ec-01_000160.1
OG0009275		ser_TRINITY_DN8323_c0_g1.p1	Ec-07_003910.1
OG0009276		ser_TRINITY_DN8336_c0_g1.p1	Ec-12_004500.1
OG0009277		ser_TRINITY_DN8349_c0_g2.p1	Ec-24_003690.1
OG0009278		ser_TRINITY_DN8352_c0_g1.p1	Ec-03_004150.1
OG0009279		ser_TRINITY_DN8355_c0_g1.p1	Ec-28_000530.1
OG0009280		ser_TRINITY_DN8363_c0_g1.p1	Ec-05_004830.1
OG0009281		ser_TRINITY_DN83785_c0_g1.p1	Ec-01_002260.1
OG0009282		ser_TRINITY_DN8382_c0_g3.p1	Ec-25_001870.1
OG0009283		ser_TRINITY_DN84062_c0_g1.p1	Ec-28_002840.1
OG0009284		ser_TRINITY_DN8409_c0_g2.p1	Ec-24_002310.1
OG0009285		ser_TRINITY_DN8413_c0_g3.p1	Ec-01_009830.1
OG0009286		ser_TRINITY_DN8414_c0_g2.p1	Ec-01_006730.1
OG0009287		ser_TRINITY_DN8420_c0_g1.p1	Ec-14_001800.1
OG0009288		ser_TRINITY_DN84284_c0_g1.p1	Ec-19_004290.1
OG0009289		ser_TRINITY_DN84320_c0_g1.p1	Ec-22_002660.1
OG0009290		ser_TRINITY_DN8457_c0_g1.p1	Ec-12_000290.1
OG0009291		ser_TRINITY_DN8463_c0_g1.p1	Ec-15_002950.1
OG0009292		ser_TRINITY_DN84769_c0_g1.p1	Ec-27_002390.1
OG0009293		ser_TRINITY_DN8483_c0_g1.p1	Ec-28_003630.1
OG0009294		ser_TRINITY_DN849_c0_g2.p1	Ec-01_008920.1
OG0009295		ser_TRINITY_DN84_c0_g2.p1	Ec-12_005990.1
OG0009296		ser_TRINITY_DN8506_c0_g1.p1	Ec-06_004500.1
OG0009297		ser_TRINITY_DN8521_c0_g2.p1	Ec-14_001330.1
OG0009298		ser_TRINITY_DN855_c0_g1.p1	Ec-26_001950.1
OG0009299		ser_TRINITY_DN8566_c1_g3.p1	Ec-00_010400.1
OG0009300		ser_TRINITY_DN85692_c0_g1.p1	Ec-12_007400.1
OG0009301		ser_TRINITY_DN8583_c0_g2.p1	Ec-14_004300.1
OG0009302		ser_TRINITY_DN8589_c0_g1.p1	Ec-11_003320.1
OG0009303		ser_TRINITY_DN8605_c0_g1.p1	Ec-02_003330.1
OG0009304		ser_TRINITY_DN861_c0_g2.p1	Ec-01_008000.1
OG0009305		ser_TRINITY_DN8623_c0_g1.p1	Ec-10_003970.1
OG0009306		ser_TRINITY_DN8676_c0_g2.p1	Ec-22_000030.1
OG0009307		ser_TRINITY_DN867_c1_g1.p1	Ec-11_002600.1
OG0009308		ser_TRINITY_DN8688_c0_g2.p1	Ec-00_004570.1
OG0009309		ser_TRINITY_DN874_c0_g1.p1	Ec-11_001820.1
OG0009310		ser_TRINITY_DN8801_c0_g1.p1	Ec-09_003830.1
OG0009311		ser_TRINITY_DN8810_c0_g1.p1	Ec-20_002140.1
OG0009312		ser_TRINITY_DN8827_c0_g1.p1	Ec-26_000950.1
OG0009313		ser_TRINITY_DN8878_c0_g1.p1	Ec-27_004610.1
OG0009314		ser_TRINITY_DN8908_c0_g3.p1	Ec-12_007330.1
OG0009315		ser_TRINITY_DN8918_c0_g2.p1	Ec-02_003190.1
OG0009316		ser_TRINITY_DN89233_c0_g1.p1	Ec-22_003470.1
OG0009317		ser_TRINITY_DN8938_c0_g1.p1	Ec-01_008220.1
OG0009318		ser_TRINITY_DN8949_c0_g2.p1	Ec-08_002610.1
OG0009319		ser_TRINITY_DN8973_c0_g1.p1	Ec-27_004230.1
OG0009320		ser_TRINITY_DN8989_c0_g1.p1	Ec-16_002670.1
OG0009321		ser_TRINITY_DN9012_c0_g2.p1	Ec-01_001470.1
OG0009322		ser_TRINITY_DN9024_c0_g1.p1	Ec-00_003330.1
OG0009323		ser_TRINITY_DN9034_c0_g1.p1	Ec-27_000430.1
OG0009324		ser_TRINITY_DN9047_c0_g1.p1	Ec-25_000700.1
OG0009325		ser_TRINITY_DN9059_c0_g1.p1	Ec-05_000660.1
OG0009326		ser_TRINITY_DN9084_c0_g1.p1	Ec-13_002280.1
OG0009327		ser_TRINITY_DN9090_c0_g1.p1	Ec-14_002360.1
OG0009328		ser_TRINITY_DN9092_c0_g1.p1	Ec-07_004820.1
OG0009329		ser_TRINITY_DN9098_c0_g1.p1	Ec-12_002600.1
OG0009330		ser_TRINITY_DN9198_c1_g3.p1	Ec-07_005180.1
OG0009331		ser_TRINITY_DN92395_c0_g1.p1	Ec-12_008990.1
OG0009332		ser_TRINITY_DN9282_c0_g1.p1	Ec-12_003250.1
OG0009333		ser_TRINITY_DN9283_c0_g1.p1	Ec-28_003760.1
OG0009334		ser_TRINITY_DN92961_c0_g1.p1	Ec-26_001880.1
OG0009335		ser_TRINITY_DN92963_c0_g2.p1	Ec-27_000330.1
OG0009336		ser_TRINITY_DN929_c0_g1.p1	Ec-28_003430.1
OG0009337		ser_TRINITY_DN9310_c0_g1.p1	Ec-14_005510.1
OG0009338		ser_TRINITY_DN9316_c0_g2.p1	Ec-21_000290.1
OG0009339		ser_TRINITY_DN9325_c0_g1.p2	Ec-12_004370.1
OG0009340		ser_TRINITY_DN9331_c0_g1.p1	Ec-17_000910.1
OG0009341		ser_TRINITY_DN9332_c0_g2.p1	Ec-12_002000.1
OG0009342		ser_TRINITY_DN9361_c0_g1.p1	Ec-14_000280.1
OG0009343		ser_TRINITY_DN94403_c0_g1.p1	Ec-21_001150.1
OG0009344		ser_TRINITY_DN9483_c0_g2.p1	Ec-07_002810.1
OG0009345		ser_TRINITY_DN950_c0_g1.p1	Ec-01_008650.1
OG0009346		ser_TRINITY_DN9518_c0_g1.p1	Ec-21_003420.1
OG0009347		ser_TRINITY_DN952_c0_g4.p1	Ec-28_003390.1
OG0009348		ser_TRINITY_DN9540_c0_g1.p1	Ec-01_008860.1
OG0009349		ser_TRINITY_DN95702_c1_g1.p1	Ec-06_003490.1
OG0009350		ser_TRINITY_DN9593_c0_g4.p1	Ec-23_000100.1
OG0009351		ser_TRINITY_DN95_c0_g1.p1	Ec-27_005230.1
OG0009352		ser_TRINITY_DN9606_c0_g1.p1	Ec-07_002130.1
OG0009353		ser_TRINITY_DN9617_c0_g1.p1	Ec-28_000120.1
OG0009354		ser_TRINITY_DN961_c0_g1.p1	Ec-27_002160.1
OG0009355		ser_TRINITY_DN96476_c0_g2.p1	Ec-10_000680.1
OG0009356		ser_TRINITY_DN96622_c0_g1.p1	Ec-09_003290.1
OG0009357		ser_TRINITY_DN9679_c0_g1.p1	Ec-07_000160.1
OG0009358		ser_TRINITY_DN97013_c0_g1.p1	Ec-27_002110.1
OG0009359		ser_TRINITY_DN97105_c0_g1.p1	Ec-04_005670.1
