query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
Ec-20_000640.1;EsuBft445_14a-00001;0.02113;0.08862;0.2384;94.792;728;768;35;3;5;736;95.83;1;764;765;99;99;1;767;793;0;1206;3121
Ec-20_000650.1;EsuBft445_15a-00001;0.01527;0.1001;0.1526;97.376;334;343;9;0;0;335;97.67;1;343;345;99;99;1;343;344;0;645;1663
Ec-20_000680.1;EsuBft445_16a-00001;0.00875;0.07507;0.1165;98.16;160;163;3;0;0;160;98.16;1;163;163;100;100;1;163;163;1.41e-118;331;848
Ec-20_000690.1;EsuBft445_17a-00001;0.04496;0.09601;0.4683;87.797;554;631;67;3;10;575;91.13;1;627;627;100;100;1;625;625;0;976;2523
Ec-20_000780.1;EsuBft518_11a-00001;0.02109;0.1096;0.1925;96.942;317;327;9;1;1;319;97.55;127;453;495;66;66;10;335;336;0;628;1620
Ec-20_000790.1;EsuBft2090_3a-00001;0.01115;0.06906;0.1614;97.011;422;435;10;1;3;424;97.47;175;606;606;71;71;2;436;436;0;876;2264
Ec-20_000800.1;EsuBft2090_4a-00001;0.0197;0.08673;0.2272;94.122;1329;1412;38;4;45;1344;95.18;1;1368;1447;95;95;1;1411;1427;0;2670;6921
Ec-20_000810.1;EsuBft2090_5a-00001;0.002916;0.09135;0.03193;99.419;342;344;2;0;0;344;100;1;344;344;100;100;1;344;344;0;708;1828
Ec-20_000820.1;EsuBft76_2a-00001;0.0195;0.1241;0.1572;94.375;151;160;6;1;3;155;96.88;5;161;163;96;96;130;289;291;1.44e-108;310;795
Ec-20_000830.1;EsuBft909_7a-00001;0.009247;0.1109;0.08336;98.007;590;602;12;0;0;595;98.84;1;602;602;100;100;1;602;602;0;1210;3131
Ec-20_000840.1;EsuBft909_6a-00001;0.03229;0.1219;0.2649;92.771;308;332;24;0;0;319;96.08;1;332;332;100;100;1;332;332;0;620;1598
Ec-20_000850.3;EsuBft909_5a-00001;0.03764;0.07998;0.4707;92.359;556;602;44;1;2;574;95.35;1;602;604;99;99;1;600;602;0;971;2511
Ec-20_000860.1;EsuBft909_4a-00001;0.06294;0.1423;0.4423;91.107;1342;1473;107;9;24;1377;93.48;166;1628;1628;90;90;119;1577;1577;0;2412;6250
Ec-20_000870.1;EsuBft909_2a-00001;0.06656;0.157;0.4239;77.061;215;279;23;4;41;227;81.36;1;245;446;93;55;151;422;727;9.94e-142;422;1084
Ec-20_000890.1;EsuBft76_23a-00001;0.007546;0.0844;0.08941;86.385;736;852;9;4;107;737;86.5;73;918;993;85;85;1;751;755;0;1451;3755
Ec-20_000900.1;EsuBft76_22a-00001;0.01613;0.05808;0.2776;96.48;1398;1449;51;0;0;1422;98.14;1;1449;1449;100;100;1;1449;1449;0;2901;7521
Ec-20_000910.1;EsuBft76_21a-00001;0.04978;0.1133;0.4394;91.105;635;697;39;6;23;647;92.83;1;685;685;100;100;1;686;686;0;1231;3184
Ec-20_000920.1;EsuBft76_20a-00001;0.01261;0.07769;0.1624;97.015;195;201;6;0;0;197;98.01;1;201;201;100;100;1;201;201;6.53e-145;400;1029
Ec-20_000940.1;EsuBft76_17a-00001;0.07949;0.09678;0.8213;77.088;757;982;134;8;91;800;81.47;21;960;1447;65;65;11;943;944;0;1338;3462
Ec-20_000970.1;EsuBft1639_2a-00001;0.2148;0.6782;0.3167;73.077;76;104;27;1;1;82;78.85;12;115;129;81;81;52;154;162;7.5e-49;153;386
Ec-20_000990.1;EsuBft76_9a-00001;0.03751;0.09815;0.3822;86.742;1001;1154;131;2;22;1048;90.81;1;1154;1827;100;63;1;1132;2023;0;1777;4603
Ec-20_001030.1;EsuBft76_8a-00001;0.007278;0.1008;0.07222;98.387;122;124;2;0;0;122;98.39;1;124;124;100;100;1;124;124;1.5e-88;252;643
Ec-20_001040.1;EsuBft76_7a-00001;0.02097;0.07409;0.2831;90.646;1066;1176;50;4;60;1081;91.92;9;1139;1139;99;99;20;1180;1180;0;2110;5466
Ec-20_001080.1;EsuBft76_6a-00001;0.02871;0.04048;0.7092;93.701;238;254;16;0;0;245;96.46;26;279;279;91;91;1;254;254;4.82e-165;457;1175
Ec-20_001090.1;EsuBft76_5a-00001;0.03688;0.1369;0.2694;93.143;163;175;12;0;0;169;96.57;4;178;178;98;98;3;177;177;4.57e-95;273;697
Ec-20_001100.1;EsuBft76_4a-00001;0.01056;0.02722;0.3879;97.692;127;130;3;0;0;128;98.46;1;130;130;100;100;11;140;140;3.09e-92;262;669
Ec-20_001130.1;EsuBft101_18a-00001;0.02875;0.115;0.2499;82.521;897;1087;94;9;96;923;84.91;1;996;996;100;100;401;1482;1482;0;1393;3605
Ec-20_001150.1;EsuBft538_3a-00001;0.04522;0.08013;0.5643;90.476;133;147;13;1;1;139;94.56;1;147;154;95;95;1;146;147;4.63e-93;265;678
Ec-20_001180.1;EsuBft538_6a-00001;0.05274;0.1184;0.4453;83.918;1268;1511;155;10;88;1312;86.83;1;1492;1529;98;98;1;1442;1500;0;1605;4155
Ec-20_001190.1;EsuBft538_8a-00001;0.03273;0.1544;0.212;93.445;556;595;34;2;5;571;95.97;1;594;609;98;98;1;591;825;0;1062;2747
Ec-20_001220.1;EsuBft538_9a-00001;0.0897;0.302;0.297;91.275;136;149;12;1;1;140;93.96;1;149;173;86;86;1;148;437;1.67e-90;270;690
Ec-20_001230.1;EsuBft538_10a-00001;0.01198;0.04985;0.2403;92.958;66;71;3;1;2;67;94.37;1;69;69;100;100;1;71;71;2.15e-21;78.2;191
Ec-20_001250.1;EsuBft2660_3a-00001;0.04125;0.1657;0.2489;98.198;218;222;4;0;0;219;98.65;11;232;246;90;90;7;228;371;2.75e-161;451;1159
Ec-20_001270.1;EsuBft909_8a-00001;0.04721;0.1505;0.3136;93.429;654;700;41;2;5;666;95.14;1;700;859;92;81;29;723;1076;0;1058;2737
Ec-20_001280.1;EsuBft101_8a-00001;0.02459;0.08879;0.2769;81.237;394;485;18;3;73;402;82.89;132;563;563;77;77;1;465;465;0;781;2016
Ec-20_001290.1;EsuBft101_11a-00001;0.03728;0.09826;0.3794;91.589;588;642;53;1;1;604;94.08;1;642;642;100;100;1;641;641;0;1082;2798
Ec-20_001300.1;EsuBft101_12a-00001;0.05746;0.2231;0.2575;94.34;100;106;6;0;0;104;98.11;12;117;117;91;91;70;175;175;1.52e-72;213;542
Ec-20_001330.1;EsuBft101_14a-00001;0.03512;0.06947;0.5055;79.417;490;617;64;9;63;507;82.17;1;566;566;100;100;1;605;605;0;755;1949
Ec-20_001360.1;EsuBft101_16a-00001;0.03952;0.09016;0.4383;89.976;368;409;33;2;8;382;93.4;1;408;795;51;51;1;402;406;0;607;1566
Ec-20_001370.2;EsuBft101_17a-00001;0.05272;0.1881;0.2802;87.353;594;680;31;3;55;606;89.12;1;627;952;93;66;1;678;1331;0;1170;3028
Ec-20_001390.1;EsuBft101_6a-00001;0.01006;0.1023;0.09832;97.143;612;630;14;1;4;619;98.25;1;626;626;100;100;41;670;670;0;1268;3280
Ec-20_001400.1;EsuBft101_5a-00001;0.1248;0.221;0.5645;73.058;442;605;99;3;64;472;78.02;1;551;1850;30;30;1;595;606;0;833;2153
Ec-20_001420.1;EsuBft101_3a-00001;0;0.0935;0;100;204;204;0;0;0;204;100;1;204;204;100;100;1;204;204;9.33e-154;423;1087
Ec-20_001430.1;EsuBft2183_3a-00001;0.02313;0.06721;0.3441;94.771;145;153;7;1;1;146;95.42;1;153;153;100;100;93;244;244;4.22e-90;261;668
Ec-20_001440.1;EsuBft2183_2a-00001;0.04317;0.09604;0.4495;90.465;740;818;75;2;3;762;93.15;1;815;815;100;100;1;818;818;0;1103;2854
Ec-20_001460.1;EsuBft136_16a-00001;0.02694;0.09443;0.2853;83.529;497;595;18;2;80;503;84.54;12;526;807;87;64;12;606;797;0;913;2360
Ec-20_001490.1;EsuBft136_15a-00001;0.03937;0.1056;0.3729;91.398;765;837;66;1;6;791;94.5;1;837;837;100;100;1;831;831;0;1221;3159
Ec-20_001500.1;EsuBft136_14a-00001;0.07769;0.252;0.3083;94.662;266;281;10;1;5;268;95.37;1;276;381;72;72;1;281;1186;1.53e-180;532;1371
Ec-20_001530.1;EsuBft136_12a-00001;0.03636;0.07118;0.5108;87.527;407;465;33;1;25;418;89.89;1;465;465;100;100;1;440;440;0;805;2078
Ec-20_001590.2;EsuBft136_9a-00001;0.01099;0.107;0.1027;94.722;341;360;9;3;10;345;95.83;1;354;354;100;100;1;356;484;0;699;1805
Ec-20_001600.1;EsuBft759_3a-00001;0.1193;0.2996;0.3984;94.495;309;327;18;0;0;312;95.41;114;440;440;74;74;77;403;403;0;635;1638
Ec-20_001610.1;EsuBft759_4a-00001;0.02034;0.09071;0.2242;89.053;301;338;11;2;26;308;91.12;5;319;319;99;99;33;367;367;0;602;1552
Ec-20_001620.1;EsuBft759_5a-00001;0.05637;0.1512;0.3729;92.699;546;589;40;2;3;560;95.08;1;589;622;95;95;1;586;639;0;922;2384
Ec-20_001630.1;EsuBft759_6a-00001;0.02519;0.1191;0.2114;92.659;467;504;25;4;12;476;94.44;1;495;495;100;100;305;805;805;0;920;2378
Ec-20_001660.1;EsuBft1779_2a-00001;0.1698;0.3443;0.4933;59.363;298;502;173;3;31;365;72.71;1;472;617;100;76;1;501;984;0;564;1454
Ec-20_001680.1;EsuBft1103_8a-00001;0.02722;0.05089;0.5348;94.211;358;380;20;1;2;365;96.05;1;380;380;100;100;1;378;378;0;689;1777
Ec-20_001690.1;EsuBft1103_6a-00001;0.03742;0.162;0.231;86.802;684;788;30;5;74;693;87.94;127;848;1053;69;69;10;789;790;0;1259;3259
Ec-20_001700.1;EsuBft1103_4a-00001;0.04494;0.1297;0.3466;89.333;536;600;54;2;10;556;92.67;377;976;976;99;61;464;1053;1053;0;885;2287
Ec-20_001720.1;EsuBft1103_3a-00001;0.02477;0.1003;0.2469;95.19;475;499;24;0;0;484;96.99;1;499;499;100;100;47;545;545;0;929;2401
Ec-20_001730.1;EsuBft997_8a-00001;0.01585;0.09076;0.1746;95.937;732;763;25;2;6;745;97.64;1;760;760;100;100;1;760;760;0;1430;3701
Ec-20_001740.1;EsuBft997_7a-00001;0.03156;0.07527;0.4193;92.874;404;435;30;1;1;416;95.63;1;435;435;100;100;1;434;434;0;699;1805
Ec-20_001750.1;EsuBft997_5a-00001;0.02307;0.1614;0.143;95.023;210;221;11;0;0;214;96.83;693;913;913;24;24;5;225;225;4.71e-137;407;1046
Ec-20_001760.1;EsuBft997_4a-00001;0.1121;0.5692;0.197;78.761;89;113;12;2;12;89;78.76;159;262;273;38;38;1;110;365;9.78e-51;169;429
Ec-20_001780.1;EsuBft880_13a-00001;0.01433;0.07352;0.1949;96.667;174;180;5;1;1;175;97.22;1;179;179;100;100;1;180;180;4.35e-119;333;855
Ec-20_001790.1;EsuBft880_12a-00001;0.002548;0.08132;0.03133;99.492;196;197;1;0;0;197;100;1;197;197;100;100;1;197;197;9.42e-149;410;1053
Ec-20_001800.1;EsuBft880_11a-00001;0.05053;0.188;0.2687;82.386;290;352;49;3;13;302;85.8;161;500;500;68;68;12;362;362;1.42e-169;482;1240
Ec-20_001810.1;EsuBft880_8a-00001;0.02984;0.1038;0.2874;91.071;408;448;34;2;6;416;92.86;1;442;442;100;100;1;448;448;0;700;1806
Ec-20_001820.1;EsuBft880_7a-00001;0.0225;0.1177;0.1911;93.834;974;1038;51;4;13;993;95.66;448;1482;1482;70;70;1;1028;1028;0;1781;4612
Ec-20_001840.1;EsuBft880_5a-00001;0.01564;0.13;0.1204;96.07;220;229;8;1;1;224;97.82;1;229;229;100;100;80;307;307;8.53e-164;454;1167
Ec-20_001890.1;EsuBft880_4a-00001;0.03086;0.05051;0.611;93.763;451;481;29;1;1;461;95.84;1;480;480;100;100;1;481;481;0;875;2261
Ec-20_001900.4;EsuBft880_3a-00001;0.06446;0.1124;0.5735;88.3;717;812;79;2;16;736;90.64;1;796;796;100;100;1;812;812;0;1345;3481
Ec-20_001970.1;EsuBft209_15a-00001;0.009832;0.1202;0.08178;96.934;569;587;13;3;5;575;97.96;1;583;583;100;100;1;586;586;0;1134;2933
Ec-20_001980.1;EsuBft878_10a-00001;0.185;0.5496;0.3366;66.935;1166;1742;477;18;99;1334;76.58;3;1723;1723;99;99;2;1665;1665;0;2155;5584
Ec-20_001990.1;EsuBft209_11a-00001;0.008194;0.07394;0.1108;98.01;197;201;4;0;0;198;98.51;1;201;201;100;100;1;201;201;2.46e-145;402;1032
Ec-20_002020.1;EsuBft209_10a-00001;0.01024;0.06643;0.1541;96.31;261;271;7;1;3;265;97.79;1;268;268;100;100;44;314;314;0;525;1353
Ec-20_002040.1;EsuBft209_8a-00001;0.01735;0.07408;0.2342;96.03;387;403;16;0;0;394;97.77;1;403;403;100;100;135;537;537;0;767;1981
Ec-20_002080.1;EsuBft209_4a-00001;0.05895;0.1113;0.5296;84.291;499;592;78;7;15;520;87.84;598;1186;1186;50;50;1;580;580;0;726;1873
Ec-20_002090.3;EsuBft209_3a-00001;0.05351;0.2299;0.2328;75.175;215;286;15;2;56;219;76.57;1;230;261;88;88;111;396;873;4.59e-124;372;956
Ec-20_002100.1;EsuBft670_12a-00001;0.07034;0.1575;0.4466;81.892;805;983;93;12;85;830;84.44;1;909;956;95;95;1;972;1002;0;1523;3942
Ec-20_002110.2;EsuBft670_11a-00001;0.2354;0.4727;0.498;91.62;164;179;10;1;5;166;92.74;1;174;437;47;40;1;179;278;5.67e-107;317;812
Ec-20_002120.1;EsuBft838_5a-00001;0.02146;0.06243;0.3437;93.003;319;343;18;1;6;326;95.04;1;343;343;100;100;1;337;337;0;635;1637
Ec-20_002130.1;EsuBft838_4a-00001;0.1434;0.2914;0.4921;95.868;232;242;9;1;1;234;96.69;1;242;351;69;69;1;241;311;5.97e-168;469;1208
Ec-20_002150.1;EsuBft838_3a-00001;0.03474;0.1288;0.2697;89.349;864;967;46;5;57;873;90.28;1;946;985;96;96;1;931;954;0;1650;4273
Ec-20_002160.1;EsuBft838_2a-00001;0.005745;0.1278;0.04496;98.623;358;363;5;0;0;361;99.45;1;363;363;100;100;5;367;367;0;726;1873
Ec-20_002170.1;EsuBft670_2a-00001;0.007261;0.08804;0.08247;94.192;519;551;9;2;23;526;95.46;33;561;561;94;94;1;550;550;0;1033;2671
Ec-20_002180.1;EsuBft670_3a-00001;0.0104;0.1153;0.09019;97.391;336;345;8;1;1;337;97.68;1;345;345;100;100;1;344;344;0;664;1713
Ec-20_002190.1;EsuBft670_5a-00001;0.00384;0.05788;0.06634;88.213;232;263;3;2;28;234;88.97;1;235;430;55;55;1;263;264;1.54e-167;470;1209
Ec-20_002200.1;EsuBft670_6a-00001;0.05653;0.08886;0.6362;89.631;631;704;68;2;5;647;91.9;19;720;720;98;98;83;783;783;0;1159;2998
Ec-20_002210.1;EsuBft838_6a-00001;0.08445;0.232;0.3639;82.237;125;152;25;1;2;135;88.82;1;150;150;100;100;79;230;230;2.63e-85;248;634
Ec-20_002220.1;EsuBft838_7a-00001;0.2187;0.8335;0.2624;88.71;55;62;7;0;0;59;95.16;54;115;124;50;50;1065;1126;1145;3.31e-32;118;296
Ec-20_002250.1;EsuBft875_5a-00001;0.02534;0.06418;0.3948;75.552;513;679;42;5;124;530;78.06;1;557;557;100;100;1;677;677;0;996;2576
Ec-20_002260.1;EsuBft875_4a-00001;0.03647;0.1144;0.3187;84.647;816;964;77;7;71;843;87.45;42;949;1274;71;71;17;965;985;0;1247;3226
Ec-20_002270.1;EsuBft875_3a-00001;0.05177;0.1245;0.4157;80.606;1384;1717;146;18;187;1427;83.11;22;1642;1642;99;99;25;1650;1650;0;2108;5462
Ec-20_002280.1;EsuBft875_2a-00001;0.04488;0.1205;0.3725;86.687;1452;1675;130;16;93;1496;89.31;7;1607;1654;97;97;24;1679;1824;0;2475;6414
Ec-20_002290.1;EsuBft659_2a-00001;0.01944;0.08616;0.2257;95.732;157;164;7;0;0;160;97.56;1;164;164;100;100;3;166;166;6.85e-114;319;817
Ec-20_002300.1;EsuBft659_5a-00001;0.07084;0.1347;0.5257;80.783;1093;1353;147;7;113;1134;83.81;118;1425;1425;92;92;46;1330;1330;0;1936;5015
Ec-20_002310.1;EsuBft659_6a-00001;0.01627;0.1347;0.1208;96.694;234;242;8;0;0;237;97.93;1;242;242;100;100;1;242;242;1.23e-174;479;1233
Ec-20_002320.1;EsuBft659_7a-00001;0.0663;0.09936;0.6672;84.151;223;265;38;3;4;236;89.06;1;265;265;100;100;1;261;261;3.46e-116;333;853
Ec-20_002330.1;EsuBft659_8a-00001;0.02915;0.09932;0.2935;93.913;324;345;20;1;1;329;95.36;1;344;344;100;100;1;345;345;0;581;1498
Ec-20_002340.1;EsuBft659_9a-00001;0.01303;0.06787;0.1919;97.326;364;374;10;0;0;367;98.13;1;374;374;100;100;1;374;374;0;714;1844
Ec-20_002350.1;EsuBft659_10a-00001;0.03264;0.1026;0.3183;92.925;486;523;35;1;2;495;94.65;78;600;602;87;87;1;521;522;0;723;1867
Ec-20_002360.1;EsuBft659_11a-00001;0.0204;0.1095;0.1864;96.266;464;482;17;1;1;470;97.51;1;482;483;99;99;1;481;523;0;912;2357
Ec-20_002370.1;EsuBft659_12a-00001;0.0448;0.1386;0.3232;90.476;76;84;7;1;1;78;92.86;209;292;393;21;21;6;88;89;4.47e-43;144;364
Ec-20_002390.1;EsuBft1248_2a-00001;0.02895;0.07548;0.3836;92.222;332;360;21;2;7;336;93.33;1;360;360;100;100;1;353;353;0;613;1582
Ec-20_002400.1;EsuBft1248_3a-00001;0.01331;0.07914;0.1681;92.014;265;288;7;2;16;270;93.75;1;274;355;77;77;1;286;287;0;525;1351
Ec-20_002410.1;EsuBft1248_4a-00001;0.0372;0.1519;0.2448;93.882;445;474;12;2;17;454;95.78;1;471;500;94;94;1;460;585;0;920;2378
Ec-20_002420.1;EsuBft1248_5a-00001;0.02384;0.1059;0.2251;95.031;306;322;16;0;0;311;96.58;1;322;322;100;100;2;323;323;0;602;1552
Ec-20_002430.1;EsuBft1248_6a-00001;0.04536;0.1061;0.4277;87.5;287;328;35;2;6;294;89.63;45;370;370;88;88;1;324;324;0;508;1309
Ec-20_002440.1;EsuBft218_3a-00001;0.03728;0.1181;0.3156;86.574;187;216;28;1;1;193;89.35;153;368;368;98;59;221;435;435;5.59e-119;350;899
Ec-20_002450.1;EsuBft218_4a-00001;0.02316;0.09051;0.2558;95.436;230;241;11;0;0;234;97.1;1;241;241;100;100;1;241;241;4.34e-118;336;861
Ec-20_002460.1;EsuBft218_5a-00001;0.04747;0.1092;0.4345;90.909;140;154;14;0;0;147;95.45;1;154;157;98;98;1;154;155;1.79e-105;297;760
Ec-20_002470.1;EsuBft218_6a-00001;0.05516;0.193;0.2857;77.193;220;285;21;2;44;223;78.25;123;407;541;53;53;1;241;244;2.14e-153;437;1125
Ec-20_002490.1;EsuBft218_8a-00001;0.04341;0.04589;0.9458;83.333;85;102;15;1;2;88;86.27;1;100;100;100;100;1;102;102;2.01e-46;144;362
Ec-20_002530.1;EsuBft218_11a-00001;0.02177;0.1044;0.2086;95.204;536;563;27;0;0;547;97.16;1;563;565;99;99;1;563;567;0;1081;2795
Ec-20_002540.1;EsuBft218_12a-00001;0.05095;0.2948;0.1728;91.845;214;233;19;0;0;221;94.85;365;597;916;25;25;13;245;266;4.74e-154;453;1165
Ec-20_002550.1;EsuBft218_15a-00001;0.05437;0.09323;0.5832;89.545;197;220;23;0;0;207;94.09;1;220;220;100;100;131;350;350;1.62e-128;365;938
Ec-20_002560.1;EsuBft218_17a-00001;0.0431;0.1227;0.3512;85.727;949;1107;126;13;32;977;88.26;4;1091;1137;96;96;1;1094;1098;0;1495;3870
Ec-20_002570.1;EsuBft1818_4a-00001;0.0278;0.09251;0.3006;86.201;1062;1232;84;8;86;1082;87.82;166;1333;1333;88;88;1;1210;1210;0;1569;4062
Ec-20_002600.1;EsuBft940_9a-00001;0.0728;0.2195;0.3316;84.345;264;313;15;2;34;274;87.54;139;451;691;45;45;4;282;331;4.28e-176;504;1299
Ec-20_002650.1;EsuBft940_6a-00001;0.01126;0.1263;0.08915;97.333;511;525;12;1;2;516;98.29;1;523;523;100;100;1;525;525;0;998;2581
Ec-20_002660.1;EsuBft940_5a-00001;0.03755;0.1289;0.2914;90.663;301;332;28;2;3;309;93.07;1;332;332;100;100;1;329;329;0;540;1390
Ec-20_002670.1;EsuBft940_4a-00001;0.06328;0.1533;0.4127;86.111;186;216;20;1;10;189;87.5;25;230;230;90;90;7;222;222;5.02e-125;352;904
Ec-20_002680.1;EsuBft940_2a-00001;0.03859;0.09343;0.413;89.239;821;920;76;5;23;841;91.41;1;913;1192;77;77;1;904;909;0;1309;3388
Ec-20_002690.1;EsuBft1956_2a-00001;0.06087;0.08343;0.7296;84.55;1587;1877;228;13;62;1635;87.11;1;1848;1864;99;99;56;1899;1917;0;2492;6458
Ec-20_002700.1;EsuBft2463_3a-00001;0.02956;0.07999;0.3696;93.509;1383;1479;86;1;10;1417;95.81;1;1469;1469;100;100;39;1517;1517;0;2607;6757
Ec-20_002710.2;EsuBft519_11a-00001;0.1155;0.2012;0.5744;86.4;108;125;17;0;0;114;91.2;469;593;1151;11;11;2;126;723;6.39e-51;192;487
Ec-20_002720.1;EsuBft519_9a-00001;0.02137;0.09045;0.2362;95.142;470;494;22;1;2;477;96.56;1;494;520;95;95;1;492;518;0;895;2314
Ec-20_002750.1;EsuBft1012_5a-00001;0.07757;0.09951;0.7795;80.266;423;527;88;10;16;447;84.82;1;520;520;100;100;1;518;518;0;600;1546
Ec-20_002760.1;EsuBft1012_4a-00001;0.04173;0.07404;0.5636;91.546;444;485;41;0;0;455;93.81;1;485;485;100;100;1;485;485;0;810;2092
Ec-20_002770.1;EsuBft1012_2a-00001;0.05309;0.07552;0.703;89.059;407;457;47;1;3;425;93;1;454;454;100;100;1;457;457;0;828;2139
Ec-20_002790.1;EsuBft596_7a-00001;0.03446;0.1179;0.2922;87.857;615;700;62;6;23;622;88.86;1;685;2581;27;27;308;999;1003;0;818;2114
Ec-20_002800.1;EsuBft596_6a-00001;0.01179;0.09576;0.1231;94.565;348;368;6;1;14;352;95.65;231;584;584;61;61;9;376;376;0;697;1800
Ec-20_002810.2;EsuBft596_5a-00001;0.04328;0.09303;0.4652;88.608;560;632;66;5;6;579;91.61;1;629;643;98;98;1;629;642;0;1021;2639
Ec-20_002820.1;EsuBft596_4a-00001;0.05468;0.1349;0.4053;93.925;201;214;13;0;0;206;96.26;1;214;225;95;95;1;214;257;9.86e-150;416;1069
Ec-20_002830.1;EsuBft596_2a-00001;0.07085;0.103;0.6878;81.754;466;570;73;4;31;487;85.44;1;548;548;100;100;1;561;561;0;634;1634
Ec-20_002850.2;EsuBft1406_4a-00001;0.1824;0.3742;0.4875;77.778;126;162;28;1;8;131;80.86;2;163;223;73;73;34;187;198;1.64e-79;236;601
Ec-20_002860.1;EsuBft1406_5a-00001;0.03869;0.1695;0.2283;87.76;380;433;32;2;21;401;92.61;1;424;424;100;100;46;466;466;0;779;2011
Ec-20_002880.1;EsuBft124_35a-00001;0.244;0.5291;0.4612;66.261;218;329;89;9;22;233;70.82;1;319;319;100;100;227;543;543;3.85e-128;375;964
Ec-20_002900.1;EsuBft124_34a-00001;0.02101;0.168;0.1251;95.726;224;234;10;0;0;229;97.86;35;268;268;87;87;1;234;234;4.27e-159;441;1133
Ec-20_002910.1;EsuBft124_33a-00001;0.05135;0.09596;0.5351;82.434;1023;1241;144;14;74;1058;85.25;248;1433;1433;83;83;1;1222;1222;0;1384;3582
Ec-20_002950.1;EsuBft124_31a-00001;0.1283;0.2315;0.5543;84.658;309;365;46;1;10;321;87.95;167;521;670;53;53;1;365;417;0;576;1485
Ec-20_002960.1;EsuBft124_29a-00001;0.04206;0.1682;0.2501;92.797;219;236;3;2;14;221;93.64;1;234;295;79;79;1;224;264;1.16e-159;444;1143
Ec-20_002970.1;EsuBft124_28a-00001;0.09637;0.1309;0.7364;72.149;3417;4736;1006;55;313;3663;77.34;396;5028;5786;80;80;1;4526;5567;0;4992;12949
Ec-20_002980.1;EsuBft124_27a-00001;0.08297;0.202;0.4108;83.66;128;153;22;2;3;131;85.62;1;151;445;34;34;1;152;164;1.51e-73;227;579
Ec-20_002990.1;EsuBft124_26a-00001;0.006107;0.0911;0.06703;95.763;226;236;3;1;7;227;96.19;861;1096;1096;22;22;1;229;229;2.12e-158;468;1203
Ec-20_003010.1;EsuBft124_24a-00001;0.03732;0.0449;0.8313;93.631;147;157;10;0;0;153;97.45;1;157;157;100;100;1;157;157;2.32e-108;305;780
Ec-20_003020.1;EsuBft124_23a-00001;0.01347;0.08275;0.1627;96.673;552;571;16;1;3;556;97.37;1;571;571;100;100;1;568;568;0;1140;2950
Ec-20_003030.1;EsuBft124_22a-00001;0.03392;0.07648;0.4436;90.683;146;161;13;1;2;149;92.55;1;159;159;100;100;111;271;271;8.88e-88;257;656
Ec-20_003050.1;EsuBft124_21a-00001;0.1087;0.17;0.6396;76.346;397;520;83;6;40;425;81.73;382;895;1165;65;44;5;490;857;2.24e-165;511;1316
Ec-20_003070.1;EsuBft990_11a-00001;0.01723;0.1058;0.1629;96.364;530;550;20;0;0;536;97.45;1;550;550;100;100;31;580;580;0;1058;2737
Ec-20_003100.1;EsuBft2349_3a-00001;0.03655;0.1669;0.219;95.291;344;361;17;0;0;351;97.23;12;372;695;88;52;16;376;806;0;655;1690
Ec-20_003170.1;EsuBft342_5a-00001;0.05008;0.09223;0.543;87.118;656;753;87;5;10;674;89.51;1;753;753;100;100;1;743;743;0;1114;2882
Ec-20_003180.1;EsuBft342_6a-00001;0.09545;0.1161;0.8223;76.765;337;439;73;4;29;357;81.32;39;458;458;99;92;134;562;562;0;614;1584
Ec-20_003180.3;EsuBft2395_3a-00001;0.02539;0.1723;0.1474;94.17;210;223;13;0;0;216;96.86;2;224;224;99;99;434;656;656;1.56e-143;415;1066
Ec-20_003190.1;EsuBft342_9a-00001;0.04192;0.1468;0.2856;91.264;397;435;27;3;11;408;93.79;3;436;734;97;59;2;426;1012;0;816;2107
Ec-20_003200.1;EsuBft342_10a-00001;0.01081;0.07219;0.1498;96.708;235;243;6;1;2;238;97.94;416;658;658;37;37;1;241;241;1.51e-169;483;1243
Ec-20_003210.1;EsuBft342_12a-00001;0.05506;0.2164;0.2545;89.883;231;257;26;0;0;235;91.44;1;257;257;100;100;10;266;266;5.35e-168;464;1193
Ec-20_003220.1;EsuBft342_13a-00001;0.03672;0.09439;0.389;92.079;465;505;39;1;1;476;94.26;1;505;505;100;100;1;504;504;0;776;2005
Ec-20_003230.1;EsuBft342_14a-00001;0.0007242;0.1019;0.007109;99.118;674;680;1;2;5;675;99.26;1;676;676;100;100;1;679;679;0;1372;3551
Ec-20_003260.1;EsuBft353_3a-00001;0.02415;0.1873;0.1289;91.285;419;459;18;1;22;429;93.46;13;471;471;97;97;61;497;497;0;770;1988
Ec-20_003270.1;EsuBft353_4a-00001;0.04258;0.1147;0.3712;79.457;731;920;79;11;110;760;82.61;1;817;818;99;99;1;913;926;0;1162;3005
Ec-20_003280.1;EsuBft353_5a-00001;0.01614;0.08216;0.1964;96.861;216;223;7;0;0;219;98.21;1;223;223;100;100;1;223;223;2.85e-162;446;1147
Ec-20_003300.1;EsuBft353_7a-00001;0.04654;0.1168;0.3985;85.866;808;941;87;4;46;843;89.59;1242;2138;2138;42;42;1;939;939;0;1508;3904
Ec-20_003310.1;EsuBft353_10a-00001;0.03276;0.153;0.2141;94.359;736;780;42;1;2;749;96.03;9;788;811;96;96;1;778;1176;0;1488;3851
