GeneID,phylostratum,rank,taxonomic_representativeness
Ec-21_001300.1,cellular organisms,1,100
Ec-21_001310.1,cellular organisms,1,100
Ec-21_001320.1,cellular organisms,1,50
Ec-21_001340.1,cellular organisms,1,50
Ec-21_001350.1,cellular organisms,1,50
Ec-21_001360.1,cellular organisms,1,50
Ec-21_001370.1,Ectocarpales,9,100
Ec-21_001380.1,Phaeophyceae,7,100
Ec-21_001390.5,cellular organisms,1,100
Ec-21_001400.1,cellular organisms,1,80
Ec-21_001410.1,Ectocarpales,9,100
Ec-21_001420.2,Ectocarpus siliculosus,11,100
Ec-21_001430.1,Ectocarpus siliculosus,11,100
Ec-21_001440.1,cellular organisms,1,100
Ec-21_001450.1,Phaeophyceae,7,100
Ec-21_001460.1,Eukaryota,2,88
Ec-21_001470.1,cellular organisms,1,100
Ec-21_001480.1,cellular organisms,1,100
Ec-21_001490.1,cellular organisms,1,100
Ec-21_001510.1,Ectocarpus siliculosus,11,100
Ec-21_001530.1,cellular organisms,1,90
Ec-21_001540.1,cellular organisms,1,100
Ec-21_001550.1,cellular organisms,1,100
Ec-21_001560.1,cellular organisms,1,90
Ec-21_001570.1,cellular organisms,1,100
Ec-21_001580.1,Phaeophyceae,7,100
Ec-21_001590.1,cellular organisms,1,100
Ec-21_001600.1,cellular organisms,1,100
Ec-21_001610.1,cellular organisms,1,100
Ec-21_001620.2,Ectocarpus siliculosus,11,100
Ec-21_001630.1,cellular organisms,1,100
Ec-21_001640.2,cellular organisms,1,100
Ec-21_001650.1,cellular organisms,1,100
Ec-21_001660.1,PX clade,6,100
Ec-21_001670.1,PX clade,6,100
Ec-21_001680.1,cellular organisms,1,100
Ec-21_001690.1,cellular organisms,1,100
Ec-21_001700.1,cellular organisms,1,100
Ec-21_001710.1,Eukaryota,2,66
Ec-21_001720.1,cellular organisms,1,100
Ec-21_001730.1,cellular organisms,1,90
Ec-21_001750.2,Ectocarpus siliculosus,11,100
Ec-21_001760.1,cellular organisms,1,100
Ec-21_001770.1,cellular organisms,1,100
Ec-21_001780.2,cellular organisms,1,100
Ec-21_001790.1,cellular organisms,1,100
Ec-21_001800.1,cellular organisms,1,90
Ec-21_001810.1,cellular organisms,1,90
Ec-21_001820.1,cellular organisms,1,100
Ec-21_001830.1,Eukaryota,2,66
Ec-21_001840.1,cellular organisms,1,100
Ec-21_001850.1,cellular organisms,1,90
Ec-21_001860.1,cellular organisms,1,90
Ec-21_001870.1,Eukaryota,2,100
Ec-21_001880.1,cellular organisms,1,100
Ec-21_001890.1,Eukaryota,2,55
Ec-21_001900.1,cellular organisms,1,100
Ec-21_001910.1,cellular organisms,1,100
Ec-21_001920.1,cellular organisms,1,90
Ec-21_001940.1,Ectocarpus siliculosus,11,100
Ec-21_001950.1,cellular organisms,1,90
Ec-21_001960.1,cellular organisms,1,100
Ec-21_001970.1,cellular organisms,1,80
Ec-21_001980.1,cellular organisms,1,100
Ec-21_001990.1,Possible contamination or HGT,NA,30
Ec-21_002000.1,Eukaryota,2,44
Ec-21_002010.1,Ectocarpus,10,100
Ec-21_002020.1,cellular organisms,1,70
Ec-21_002030.1,cellular organisms,1,90
Ec-21_002040.1,cellular organisms,1,90
Ec-21_002050.1,cellular organisms,1,80
Ec-21_002060.1,cellular organisms,1,80
Ec-21_002070.1,cellular organisms,1,80
Ec-21_002080.1,Eukaryota,2,100
Ec-21_002090.1,cellular organisms,1,100
Ec-21_002100.2,cellular organisms,1,70
Ec-21_002110.1,Eukaryota,2,55
Ec-21_002120.1,cellular organisms,1,50
Ec-21_002130.2,cellular organisms,1,80
Ec-21_002135.1,Ectocarpales,9,100
Ec-21_002140.1,Ectocarpus siliculosus,11,100
Ec-21_002190.1,ALE clade,8,66
Ec-21_002200.1,PX clade,6,80
Ec-21_002210.1,Ectocarpus siliculosus,11,100
Ec-21_002220.2,ALE clade,8,66
Ec-21_002230.1,Eukaryota,2,44
Ec-21_002240.1,cellular organisms,1,100
Ec-21_002250.1,ALE clade,8,66
Ec-21_002260.1,ALE clade,8,100
Ec-21_002270.1,Ectocarpus,10,100
Ec-21_002280.1,Eukaryota,2,55
Ec-21_002290.1,Phaeophyceae,7,100
Ec-21_002310.1,cellular organisms,1,100
Ec-21_002320.2,Ectocarpus siliculosus,11,100
Ec-21_002330.1,Ectocarpus,10,100
Ec-21_002340.1,cellular organisms,1,100
Ec-21_002350.1,cellular organisms,1,80
Ec-21_002360.1,Phaeophyceae,7,100
Ec-21_002370.1,Phaeophyceae,7,100
Ec-21_002380.1,cellular organisms,1,100
Ec-21_002390.1,ALE clade,8,66
Ec-21_002400.1,cellular organisms,1,100
Ec-21_002410.4,cellular organisms,1,100
Ec-21_002420.1,Ectocarpales,9,100
Ec-21_002430.1,Ectocarpus,10,100
Ec-21_002440.1,Eukaryota,2,100
Ec-21_002460.1,cellular organisms,1,70
Ec-21_002470.1,Phaeophyceae,7,100
Ec-21_002480.1,Ectocarpus siliculosus,11,100
Ec-21_002490.1,cellular organisms,1,50
Ec-21_002500.1,Ectocarpus siliculosus,11,100
Ec-21_002510.1,Ectocarpus,10,100
Ec-21_002520.1,cellular organisms,1,100
Ec-21_002530.1,cellular organisms,1,100
Ec-21_002540.1,Ectocarpus,10,100
Ec-21_002560.1,cellular organisms,1,100
Ec-21_002570.1,Ectocarpales,9,100
Ec-21_002580.1,cellular organisms,1,80
Ec-21_002600.1,cellular organisms,1,100
Ec-21_002610.1,cellular organisms,1,90
Ec-21_002620.2,Ectocarpus siliculosus,11,100
Ec-21_002630.1,Ectocarpales,9,100
Ec-21_002640.1,Ectocarpus,10,100
Ec-21_002650.2,Ectocarpales,9,100
Ec-21_002660.2,ALE clade,8,100
Ec-21_002670.1,cellular organisms,1,100
Ec-21_002680.1,Stramenopiles,4,71
Ec-21_002690.1,Ectocarpus siliculosus,11,100
Ec-21_002700.1,Phaeophyceae,7,100
Ec-21_002710.1,Eukaryota,2,88
Ec-21_002720.1,Phaeophyceae,7,100
Ec-21_002730.1,cellular organisms,1,90
Ec-21_002740.1,cellular organisms,1,100
Ec-21_002750.1,cellular organisms,1,50
Ec-21_002760.1,Ectocarpales,9,100
Ec-21_002770.1,Ectocarpus siliculosus,11,100
Ec-21_002780.1,PX clade,6,100
Ec-21_002790.2,Ectocarpus siliculosus,11,100
Ec-21_002800.1,Eukaryota,2,88
Ec-21_002810.5,Eukaryota,2,88
Ec-21_002820.1,cellular organisms,1,90
Ec-21_002830.1,cellular organisms,1,100
Ec-21_002850.1,Phaeophyceae,7,100
Ec-21_002860.1,Phaeophyceae,7,75
Ec-21_002870.2,PX clade,6,80
Ec-21_002880.1,Phaeophyceae,7,100
Ec-21_002890.1,cellular organisms,1,100
Ec-21_002900.1,Phaeophyceae,7,100
Ec-21_002910.1,cellular organisms,1,80
Ec-21_002920.1,cellular organisms,1,100
Ec-21_002930.1,cellular organisms,1,100
Ec-21_002940.1,cellular organisms,1,90
Ec-21_002960.1,Ectocarpus siliculosus,11,100
Ec-21_002970.1,Ectocarpales,9,100
Ec-21_002980.1,cellular organisms,1,100
Ec-21_002990.1,cellular organisms,1,100
Ec-21_003000.1,Ectocarpus siliculosus,11,100
Ec-21_003010.1,Ectocarpus siliculosus,11,100
Ec-21_003020.1,cellular organisms,1,100
Ec-21_003030.2,Ectocarpus,10,100
Ec-21_003040.1,Phaeophyceae,7,100
Ec-21_003050.1,Ectocarpus siliculosus,11,100
Ec-21_003060.1,Ectocarpus siliculosus,11,100
Ec-21_003070.1,cellular organisms,1,50
Ec-21_003080.2,Ectocarpales,9,50
Ec-21_003090.2,Ectocarpus siliculosus,11,100
Ec-21_003100.1,Eukaryota,2,77
Ec-21_003110.1,cellular organisms,1,90
Ec-21_003120.1,cellular organisms,1,100
Ec-21_003130.1,Eukaryota,2,77
Ec-21_003140.1,cellular organisms,1,90
Ec-21_003150.1,Ectocarpus siliculosus,11,100
Ec-21_003160.1,cellular organisms,1,100
Ec-21_003170.1,cellular organisms,1,100
Ec-21_003190.1,Eukaryota,2,100
Ec-21_003200.1,ALE clade,8,100
Ec-21_003210.1,cellular organisms,1,90
Ec-21_003220.1,PX clade,6,100
Ec-21_003230.1,cellular organisms,1,100
Ec-21_003240.1,cellular organisms,1,100
Ec-21_003250.1,Eukaryota,2,77
Ec-21_003260.1,cellular organisms,1,100
Ec-21_003270.1,cellular organisms,1,90
Ec-21_003280.1,cellular organisms,1,100
Ec-21_003290.1,cellular organisms,1,90
Ec-21_003300.1,cellular organisms,1,100
Ec-21_003310.2,Ectocarpus siliculosus,11,100
Ec-21_003320.1,cellular organisms,1,100
Ec-21_003340.1,cellular organisms,1,100
Ec-21_003350.2,Ectocarpus siliculosus,11,100
Ec-21_003360.1,Phaeophyceae,7,100
Ec-21_003370.1,cellular organisms,1,100
Ec-21_003380.1,cellular organisms,1,100
Ec-21_003390.2,cellular organisms,1,70
Ec-21_003400.1,cellular organisms,1,100
Ec-21_003410.1,Phaeophyceae,7,100
Ec-21_003420.1,cellular organisms,1,100
Ec-21_003430.1,cellular organisms,1,100
Ec-21_003440.1,cellular organisms,1,100
Ec-21_003460.1,cellular organisms,1,90
Ec-21_003470.1,cellular organisms,1,100
Ec-21_003480.2,Ectocarpus siliculosus,11,100
Ec-21_003490.1,Stramenopiles,4,85
Ec-21_003500.1,Eukaryota,2,66
Ec-21_003510.1,cellular organisms,1,100
Ec-21_003520.1,cellular organisms,1,100
Ec-21_003530.2,Ectocarpus siliculosus,11,100
Ec-21_003540.1,Phaeophyceae,7,100
Ec-21_003560.1,cellular organisms,1,100
Ec-21_003570.1,Phaeophyceae,7,100
Ec-21_003580.1,Phaeophyceae,7,100
Ec-21_003590.1,cellular organisms,1,100
Ec-21_003600.1,Phaeophyceae,7,100
Ec-21_003610.1,cellular organisms,1,100
Ec-21_003620.1,cellular organisms,1,100
Ec-21_003630.1,Stramenopiles,4,100
Ec-21_003640.1,Phaeophyceae,7,100
Ec-21_003650.2,Ectocarpus siliculosus,11,100
Ec-21_003660.2,Ectocarpus siliculosus,11,100
Ec-21_003670.1,cellular organisms,1,100
Ec-21_003680.1,cellular organisms,1,100
Ec-21_003690.1,cellular organisms,1,80
Ec-21_003710.1,PX clade,6,100
Ec-21_003720.1,Eukaryota,2,55
Ec-21_003730.1,cellular organisms,1,100
Ec-21_003740.1,cellular organisms,1,100
Ec-21_003750.1,Phaeophyceae,7,100
Ec-21_003770.1,cellular organisms,1,80
Ec-21_003780.1,cellular organisms,1,100
Ec-21_003790.1,cellular organisms,1,100
Ec-21_003800.1,cellular organisms,1,100
Ec-21_003810.1,Phaeophyceae,7,50
Ec-21_003820.1,Phaeophyceae,7,100
Ec-21_003830.1,Ectocarpales,9,100
Ec-21_003840.1,cellular organisms,1,70
Ec-21_003850.1,Eukaryota,2,66
Ec-21_003860.1,cellular organisms,1,70
Ec-21_003880.1,Phaeophyceae,7,100
Ec-21_003890.1,cellular organisms,1,100
Ec-21_003900.1,cellular organisms,1,100
Ec-21_003920.1,Ectocarpales,9,50
Ec-21_003930.1,Ectocarpus,10,100
Ec-21_003940.1,Ectocarpus,10,100
Ec-21_003950.1,Ectocarpales,9,100
Ec-21_003960.1,Phaeophyceae,7,100
Ec-21_003970.1,Ectocarpus siliculosus,11,100
Ec-21_003980.1,Eukaryota,2,66
Ec-21_004000.1,Ectocarpales,9,100
Ec-21_004010.1,Eukaryota,2,100
Ec-21_004020.1,Eukaryota,2,100
Ec-21_004030.1,cellular organisms,1,90
Ec-21_004040.2,Ectocarpus siliculosus,11,100
Ec-21_004050.1,cellular organisms,1,80
Ec-21_004060.1,cellular organisms,1,90
Ec-21_004070.2,Ectocarpus siliculosus,11,100
Ec-21_004080.1,cellular organisms,1,70
Ec-21_004090.1,Stramenopiles,4,71
Ec-21_004100.1,cellular organisms,1,100
Ec-21_004110.1,cellular organisms,1,100
Ec-21_004120.1,cellular organisms,1,100
Ec-21_004130.1,cellular organisms,1,90
Ec-21_004140.1,Phaeophyceae,7,100
Ec-21_004150.1,Stramenopiles,4,100
Ec-21_004170.1,Ectocarpus siliculosus,11,100
Ec-21_004180.1,cellular organisms,1,100
Ec-21_004200.1,Eukaryota,2,77
Ec-21_004210.1,Ectocarpales,9,100
Ec-21_004220.1,cellular organisms,1,100
Ec-21_004230.1,Phaeophyceae,7,100
Ec-21_004240.1,Phaeophyceae,7,100
Ec-21_004260.1,Sar,3,62
Ec-21_004270.1,Phaeophyceae,7,50
Ec-21_004280.1,PX clade,6,100
Ec-21_004300.1,cellular organisms,1,50
Ec-21_004310.1,ALE clade,8,66
Ec-21_004320.1,ALE clade,8,100
Ec-21_004330.1,ALE clade,8,100
Ec-21_004340.1,cellular organisms,1,90
Ec-21_004350.2,Ectocarpus siliculosus,11,100
Ec-21_004360.1,cellular organisms,1,100
Ec-21_004370.1,cellular organisms,1,100
Ec-21_004390.1,cellular organisms,1,100
Ec-21_004400.1,cellular organisms,1,100
Ec-21_004410.1,Ochrophyta,5,100
Ec-21_004430.1,cellular organisms,1,100
Ec-21_004440.1,cellular organisms,1,90
Ec-21_004450.1,cellular organisms,1,90
Ec-21_004460.1,Stramenopiles,4,57
Ec-21_004480.3,cellular organisms,1,100
Ec-21_004490.1,cellular organisms,1,100
Ec-21_004500.1,cellular organisms,1,80
Ec-21_004510.1,Sar,3,100
Ec-21_004520.1,PX clade,6,100
Ec-21_004530.1,cellular organisms,1,90
Ec-21_004540.1,Ectocarpus siliculosus,11,100
Ec-21_004550.2,Ectocarpales,9,100
Ec-21_004560.1,cellular organisms,1,100
Ec-21_004590.1,ALE clade,8,100
Ec-21_004610.1,cellular organisms,1,100
Ec-21_004620.1,cellular organisms,1,50
Ec-21_004630.1,cellular organisms,1,100
Ec-21_004640.1,cellular organisms,1,100
Ec-21_004650.1,Ectocarpales,9,100
Ec-21_004660.1,cellular organisms,1,80
Ec-21_004670.1,cellular organisms,1,100
Ec-21_004680.1,Phaeophyceae,7,100
Ec-21_004690.2,Phaeophyceae,7,100
Ec-21_004700.1,cellular organisms,1,100
Ec-21_004710.1,Eukaryota,2,66
Ec-21_004720.1,Phaeophyceae,7,100
Ec-21_004750.1,cellular organisms,1,70
Ec-21_004760.1,PX clade,6,100
Ec-21_004770.1,Eukaryota,2,77
Ec-21_004790.1,cellular organisms,1,100
Ec-21_004800.1,cellular organisms,1,70
Ec-21_004810.1,cellular organisms,1,80
Ec-21_004820.1,Phaeophyceae,7,100
Ec-21_004830.1,Ectocarpus siliculosus,11,100
Ec-21_004840.1,Phaeophyceae,7,100
Ec-21_004850.2,cellular organisms,1,100
Ec-21_004860.2,Ectocarpus siliculosus,11,100
Ec-21_004870.1,cellular organisms,1,100
Ec-21_004880.1,cellular organisms,1,100
Ec-21_004890.1,cellular organisms,1,100
Ec-21_004900.1,Phaeophyceae,7,100
Ec-21_004910.1,cellular organisms,1,70
Ec-21_004920.1,cellular organisms,1,100
Ec-21_004930.1,cellular organisms,1,100
Ec-21_004940.1,cellular organisms,1,100
Ec-21_004950.1,cellular organisms,1,100
Ec-21_004960.1,cellular organisms,1,80
Ec-21_004970.1,ALE clade,8,33
Ec-21_004980.1,cellular organisms,1,100
Ec-21_004990.1,cellular organisms,1,100
Ec-21_005000.1,cellular organisms,1,80
Ec-21_005010.1,Eukaryota,2,66
Ec-21_005020.1,cellular organisms,1,90
Ec-21_005030.1,Ectocarpales,9,100
Ec-21_005040.1,PX clade,6,100
Ec-21_005050.1,cellular organisms,1,100
Ec-21_005070.1,Ectocarpales,9,100
Ec-21_005080.1,cellular organisms,1,100
Ec-21_005090.1,Stramenopiles,4,85
Ec-21_005100.1,cellular organisms,1,90
Ec-21_005110.1,Eukaryota,2,88
Ec-21_005120.1,cellular organisms,1,100
Ec-21_005130.1,Phaeophyceae,7,100
Ec-21_005140.1,Ectocarpus siliculosus,11,100
Ec-21_005150.3,Ectocarpales,9,50
Ec-21_005160.1,Eukaryota,2,55
Ec-21_005170.1,cellular organisms,1,100
Ec-21_005180.1,Eukaryota,2,100
Ec-21_005190.1,cellular organisms,1,100
Ec-21_005200.1,Eukaryota,2,100
Ec-21_005210.1,cellular organisms,1,100
Ec-21_005220.1,cellular organisms,1,90
Ec-21_005230.1,cellular organisms,1,100
Ec-21_005250.1,cellular organisms,1,100
Ec-21_005310.1,PX clade,6,100
Ec-21_005320.1,cellular organisms,1,100
Ec-21_005340.1,Ectocarpus siliculosus,11,100
Ec-21_005350.1,Phaeophyceae,7,100
Ec-21_005360.1,cellular organisms,1,100
Ec-21_005370.1,cellular organisms,1,100
Ec-21_005380.1,cellular organisms,1,100
Ec-21_005390.1,cellular organisms,1,80
Ec-21_005410.1,cellular organisms,1,100
Ec-21_005420.1,Phaeophyceae,7,100
Ec-21_005430.1,cellular organisms,1,100
Ec-21_005440.1,Eukaryota,2,77
Ec-21_005450.1,Ectocarpus siliculosus,11,100
Ec-21_005460.1,Ectocarpus siliculosus,11,100
Ec-21_005470.2,cellular organisms,1,100
Ec-21_005480.1,Eukaryota,2,66
Ec-21_005490.1,ALE clade,8,100
Ec-21_005500.1,cellular organisms,1,100
Ec-21_005510.1,Eukaryota,2,77
Ec-21_005520.2,ALE clade,8,100
Ec-21_005530.1,Eukaryota,2,77
Ec-21_005540.1,cellular organisms,1,90
Ec-21_005550.1,cellular organisms,1,100
Ec-21_005560.1,cellular organisms,1,100
Ec-21_005570.1,Phaeophyceae,7,100
Ec-21_005580.1,Phaeophyceae,7,75
Ec-21_005590.1,cellular organisms,1,90
Ec-21_005600.1,cellular organisms,1,100
Ec-21_005610.1,cellular organisms,1,100
Ec-21_005630.1,Stramenopiles,4,85
Ec-21_005640.1,cellular organisms,1,100
Ec-21_005650.1,cellular organisms,1,100
Ec-21_005660.1,ALE clade,8,100
Ec-21_005670.1,cellular organisms,1,90
Ec-21_005680.2,Ectocarpus siliculosus,11,100
Ec-21_005690.1,cellular organisms,1,100
Ec-21_005700.1,cellular organisms,1,100
Ec-21_005710.1,cellular organisms,1,100
Ec-21_005720.1,Phaeophyceae,7,100
Ec-21_005730.2,Phaeophyceae,7,100
Ec-21_005740.1,cellular organisms,1,90
Ec-21_005760.1,cellular organisms,1,100
Ec-21_005770.1,cellular organisms,1,90
Ec-21_005780.1,Stramenopiles,4,100
Ec-21_005790.1,cellular organisms,1,100
Ec-21_005800.1,cellular organisms,1,100
Ec-21_005810.1,cellular organisms,1,100
Ec-21_005820.1,cellular organisms,1,100
Ec-21_005830.1,PX clade,6,100
Ec-21_005840.1,Eukaryota,2,100
Ec-21_005850.1,ALE clade,8,100
Ec-21_005870.1,Phaeophyceae,7,100
Ec-21_005880.2,Phaeophyceae,7,75
Ec-21_005890.1,PX clade,6,100
Ec-21_005900.1,cellular organisms,1,80
Ec-21_005910.1,cellular organisms,1,100
Ec-21_005920.1,cellular organisms,1,80
Ec-21_005930.1,cellular organisms,1,50
Ec-21_005940.1,cellular organisms,1,100
Ec-21_005960.1,Ectocarpus siliculosus,11,100
Ec-21_005970.1,cellular organisms,1,100
Ec-21_005980.1,cellular organisms,1,100
Ec-21_005990.1,cellular organisms,1,100
Ec-21_006000.1,Ectocarpus siliculosus,11,100
Ec-21_006010.1,cellular organisms,1,100
Ec-21_006020.2,Ectocarpus siliculosus,11,100
Ec-21_006030.1,Ochrophyta,5,83
Ec-21_006040.1,Phaeophyceae,7,100
Ec-21_006050.1,Phaeophyceae,7,100
Ec-21_006060.1,cellular organisms,1,90
Ec-21_006070.1,Eukaryota,2,88
Ec-21_006080.1,cellular organisms,1,100
Ec-21_006090.2,Ectocarpus siliculosus,11,100
Ec-21_006100.1,cellular organisms,1,100
Ec-21_006110.1,cellular organisms,1,100
Ec-21_006120.1,cellular organisms,1,100
Ec-21_006130.2,cellular organisms,1,100
Ec-21_006140.1,cellular organisms,1,100
Ec-21_006150.1,cellular organisms,1,100
Ec-21_006160.1,cellular organisms,1,100
Ec-21_006170.1,cellular organisms,1,100
Ec-21_006180.1,cellular organisms,1,90
Ec-21_006190.1,Stramenopiles,4,71
Ec-21_006200.1,ALE clade,8,33
Ec-21_006210.1,cellular organisms,1,100
Ec-21_006220.1,cellular organisms,1,100
Ec-21_006230.1,cellular organisms,1,100
Ec-21_006250.1,Eukaryota,2,100
Ec-21_006260.1,cellular organisms,1,100
Ec-21_006270.1,Phaeophyceae,7,100
Ec-21_006280.1,PX clade,6,100
Ec-21_006290.1,Stramenopiles,4,71
Ec-21_006300.1,Eukaryota,2,77
Ec-21_006310.1,Eukaryota,2,77
Ec-21_006320.1,cellular organisms,1,100
Ec-21_006330.1,ALE clade,8,100
Ec-21_006340.1,Stramenopiles,4,71
Ec-21_006350.1,Ochrophyta,5,100
Ec-21_006360.1,Ectocarpus siliculosus,11,100
Ec-21_006370.1,PX clade,6,100
Ec-21_006380.1,Eukaryota,2,88
Ec-21_006390.1,cellular organisms,1,100
Ec-21_006400.1,cellular organisms,1,90
Ec-21_006420.1,cellular organisms,1,70
Ec-21_006430.1,cellular organisms,1,100
Ec-21_006440.1,cellular organisms,1,90
Ec-21_006450.2,cellular organisms,1,100
Ec-21_006460.1,cellular organisms,1,80
Ec-21_006470.1,cellular organisms,1,90
Ec-21_006480.1,cellular organisms,1,100
Ec-21_006490.1,Stramenopiles,4,85
Ec-21_006500.1,Phaeophyceae,7,75
Ec-21_006510.1,Eukaryota,2,88
Ec-21_006520.1,cellular organisms,1,100
Ec-21_006530.2,ALE clade,8,100
Ec-21_006540.2,Ectocarpus siliculosus,11,100
Ec-22_000020.1,cellular organisms,1,100
Ec-22_000030.1,cellular organisms,1,100
Ec-22_000040.1,ALE clade,8,100
Ec-22_000050.1,cellular organisms,1,100
Ec-22_000060.1,cellular organisms,1,90
Ec-22_000070.1,cellular organisms,1,100
Ec-22_000080.1,cellular organisms,1,100
Ec-22_000090.1,cellular organisms,1,100
Ec-22_000100.1,cellular organisms,1,70
Ec-22_000110.1,cellular organisms,1,100
Ec-22_000120.1,cellular organisms,1,100
Ec-22_000130.1,Ectocarpus,10,100
Ec-22_000140.2,cellular organisms,1,80
Ec-22_000150.1,Stramenopiles,4,85
Ec-22_000160.1,Eukaryota,2,100
Ec-22_000170.1,Ectocarpales,9,100
Ec-22_000180.1,cellular organisms,1,90
Ec-22_000190.1,Phaeophyceae,7,100
Ec-22_000200.2,Ectocarpus siliculosus,11,100
Ec-22_000210.1,Phaeophyceae,7,75
Ec-22_000220.1,cellular organisms,1,100
Ec-22_000230.1,cellular organisms,1,100
Ec-22_000240.1,Eukaryota,2,66
Ec-22_000250.1,cellular organisms,1,100
Ec-22_000260.1,cellular organisms,1,100
Ec-22_000270.1,cellular organisms,1,90
Ec-22_000280.1,PX clade,6,100
Ec-22_000290.1,cellular organisms,1,100
Ec-22_000310.1,cellular organisms,1,100
Ec-22_000320.1,cellular organisms,1,80
Ec-22_000330.1,cellular organisms,1,90
Ec-22_000340.1,Ectocarpus siliculosus,11,100
Ec-22_000350.3,Ectocarpus,10,100
Ec-22_000360.1,cellular organisms,1,100
Ec-22_000370.1,Phaeophyceae,7,100
Ec-22_000380.1,Phaeophyceae,7,100
Ec-22_000400.1,cellular organisms,1,100
Ec-22_000410.1,Ochrophyta,5,100
Ec-22_000420.1,cellular organisms,1,100
Ec-22_000440.1,cellular organisms,1,100
Ec-22_000450.1,Ectocarpales,9,50
Ec-22_000460.1,cellular organisms,1,100
Ec-22_000470.1,Phaeophyceae,7,100
Ec-22_000480.1,cellular organisms,1,50
Ec-22_000490.1,cellular organisms,1,50
Ec-22_000500.1,cellular organisms,1,80
Ec-22_000510.1,cellular organisms,1,90
Ec-22_000520.3,cellular organisms,1,100
Ec-22_000530.1,Phaeophyceae,7,100
Ec-22_000540.1,Eukaryota,2,88
Ec-22_000550.1,cellular organisms,1,100
Ec-22_000560.1,Eukaryota,2,100
Ec-22_000570.1,cellular organisms,1,80
Ec-22_000580.1,Phaeophyceae,7,100
Ec-22_000590.1,Ectocarpales,9,100
Ec-22_000600.1,cellular organisms,1,90
Ec-22_000610.1,cellular organisms,1,100
Ec-22_000620.1,ALE clade,8,100
Ec-22_000630.1,cellular organisms,1,90
Ec-22_000640.1,ALE clade,8,66
Ec-22_000650.1,Ectocarpus siliculosus,11,100
Ec-22_000660.1,Phaeophyceae,7,75
Ec-22_000670.2,ALE clade,8,66
Ec-22_000675.1,ALE clade,8,100
Ec-22_000680.1,ALE clade,8,100
Ec-22_000690.1,ALE clade,8,100
Ec-22_000700.2,Ectocarpus siliculosus,11,100
Ec-22_000710.1,ALE clade,8,66
Ec-22_000720.1,Phaeophyceae,7,100
Ec-22_000730.1,Ectocarpus siliculosus,11,100
Ec-22_000740.1,cellular organisms,1,100
Ec-22_000760.1,Phaeophyceae,7,100
Ec-22_000770.1,Ectocarpus siliculosus,11,100
Ec-22_000780.1,Phaeophyceae,7,100
Ec-22_000790.1,Eukaryota,2,88
Ec-22_000800.1,cellular organisms,1,100
Ec-22_000810.1,cellular organisms,1,90
Ec-22_000820.1,cellular organisms,1,100
Ec-22_000830.1,cellular organisms,1,60
Ec-22_000840.1,cellular organisms,1,100
Ec-22_000850.1,cellular organisms,1,80
Ec-22_000860.1,cellular organisms,1,100
Ec-22_000870.1,Phaeophyceae,7,100
Ec-22_000880.2,ALE clade,8,100
Ec-22_000900.1,Eukaryota,2,66
Ec-22_000910.1,Phaeophyceae,7,100
Ec-22_000920.1,Eukaryota,2,55
Ec-22_000940.1,cellular organisms,1,100
Ec-22_000950.1,cellular organisms,1,100
Ec-22_000960.1,cellular organisms,1,100
Ec-22_000970.1,Phaeophyceae,7,100
Ec-22_000980.1,cellular organisms,1,100
Ec-22_000990.1,Phaeophyceae,7,100
Ec-22_001020.1,cellular organisms,1,100
Ec-22_001040.1,Eukaryota,2,100
Ec-22_001050.1,cellular organisms,1,100
Ec-22_001060.1,Eukaryota,2,77
Ec-22_001070.1,cellular organisms,1,50
Ec-22_001080.1,cellular organisms,1,100
Ec-22_001090.1,Eukaryota,2,77
Ec-22_001100.1,ALE clade,8,100
Ec-22_001110.1,cellular organisms,1,80
Ec-22_001120.1,Ectocarpus siliculosus,11,100
Ec-22_001130.1,Ochrophyta,5,100
Ec-22_001140.1,cellular organisms,1,90
Ec-22_001150.1,cellular organisms,1,100
Ec-22_001160.1,cellular organisms,1,100
Ec-22_001180.2,Ectocarpus siliculosus,11,100
Ec-22_001190.2,Ectocarpus siliculosus,11,100
Ec-22_001200.1,Ectocarpus siliculosus,11,100
Ec-22_001220.1,Ectocarpus,10,100
Ec-22_001230.1,cellular organisms,1,100
Ec-22_001240.1,Ectocarpus,10,100
Ec-22_001250.1,Phaeophyceae,7,100
Ec-22_001260.1,cellular organisms,1,90
Ec-22_001270.1,Eukaryota,2,88
Ec-22_001280.1,Ectocarpus siliculosus,11,100
Ec-22_001300.1,Ectocarpus siliculosus,11,100
Ec-22_001310.1,Ectocarpus siliculosus,11,100
Ec-22_001320.1,Eukaryota,2,77
Ec-22_001330.1,Ectocarpus,10,100
Ec-22_001340.1,Ectocarpus siliculosus,11,100
Ec-22_001350.2,Ectocarpus siliculosus,11,100
Ec-22_001360.2,Ectocarpus siliculosus,11,100
Ec-22_001370.1,Eukaryota,2,88
Ec-22_001380.1,cellular organisms,1,100
Ec-22_001390.1,cellular organisms,1,100
Ec-22_001400.1,cellular organisms,1,80
Ec-22_001410.1,PX clade,6,100
Ec-22_001420.1,Ectocarpales,9,100
Ec-22_001430.1,Ectocarpus siliculosus,11,100
Ec-22_001440.1,cellular organisms,1,100
Ec-22_001460.1,cellular organisms,1,100
Ec-22_001470.1,cellular organisms,1,100
Ec-22_001480.1,ALE clade,8,100
Ec-22_001490.2,Ectocarpus siliculosus,11,100
Ec-22_001500.1,cellular organisms,1,80
Ec-22_001510.1,cellular organisms,1,80
