GeneID,subject_id,dN,dS,dNdS,DS,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Ec-24_002970.1,EsuBft243_6a-00001,0.03356,0.08794,0.3816,7,90551,230,254,21,1,3,237,9331,68,318,318,79,79,1,254,254,7.84e-154,435,1119
Ec-24_002980.1,EsuBft243_5a-00001,0.03131,0.1775,0.1764,3,95379,743,779,20,4,16,752,9653,16,790,842,92,92,1,767,795,0,1477,3824
Ec-24_002990.1,EsuBft243_4a-00001,0.0312,0.1112,0.2805,5,92405,219,237,17,1,1,227,9578,1,236,236,100,100,1,237,237,4.89e-149,419,1077
Ec-24_003010.1,EsuBft554_25a-00001,0.1116,0.319,0.35,6,85671,281,328,8,3,39,286,872,76,382,382,80,80,147,456,456,0,560,1444
Ec-24_003020.1,EsuBft554_23a-00001,0.01595,0.1339,0.1191,2,92908,524,564,32,1,8,532,9433,4,559,559,99,99,1,564,564,0,954,2467
Ec-24_003050.1,EsuBft554_22a-00001,0.03838,0.09626,0.3987,7,90909,300,330,28,1,2,307,9303,705,1032,1092,30,30,1,330,333,0,565,1456
Ec-24_003080.2,EsuBft2936_4a-00001,0.4157,0.9206,0.4515,8,48611,70,144,73,1,1,79,5486,1,144,204,71,71,279,421,422,1.14e-28,115,288
Ec-24_003120.1,EsuBft554_15a-00001,0.02573,0.1123,0.2292,4,91696,1027,1120,59,7,34,1046,9339,62,1169,1518,73,73,1,1098,1491,0,1912,4954
Ec-24_003130.1,EsuBft554_14a-00001,0.02676,0.0943,0.2838,5,89773,316,352,22,2,14,325,9233,323,672,672,52,52,1,340,340,2.1e-175,505,1300
Ec-24_003170.1,EsuBft554_10a-00001,0.04049,0.1173,0.3454,6,75547,414,548,53,6,81,429,7828,11,525,526,98,98,1,500,504,0,661,1705
Ec-24_003200.1,EsuBft554_4a-00001,0.01566,0.06055,0.2587,5,96552,252,261,9,0,0,253,9693,1,261,261,100,100,1,261,261,1.36e-175,488,1256
Ec-24_003210.1,EsuBft554_3a-00001,0.02509,0.1081,0.2321,4,84416,195,231,11,3,25,200,8658,1,207,398,95,52,1,230,543,1.3e-128,383,983
Ec-24_003230.1,EsuBft2778_2a-00001,0.0695,0.1519,0.4576,8,80175,825,1029,125,13,79,853,829,1,966,1003,96,96,1,1013,1029,0,1245,3221
Ec-24_003250.1,EsuBft1409_3a-00001,0.0268,0.1194,0.2244,4,90476,266,294,24,2,4,273,9286,185,475,490,78,59,150,442,457,6.4199999999999995e-168,486,1251
Ec-24_003360.1,EsuBft886_3a-00001,0.04514,0.09198,0.4908,9,87179,442,507,44,2,21,461,9093,1,507,507,100,100,1,486,486,0,870,2247
Ec-24_003370.4,EsuBft886_6a-00001,0.01212,0.1088,0.1114,2,97253,531,546,13,1,2,535,9799,1261,1806,1806,30,30,1,544,544,0,1083,2801
Ec-24_003380.1,EsuBft886_7a-00001,0.02463,0.1366,0.1803,3,76531,675,882,61,10,146,698,7914,1,881,935,94,94,1,737,748,0,1218,3152
Ec-24_003410.1,EsuBft703_3a-00001,0.01443,0.1244,0.116,2,9702,293,302,8,1,1,295,9768,1,302,302,100,100,1,301,301,0,590,1521
Ec-24_003440.1,EsuBft703_5a-00001,0.01854,0.09766,0.1899,3,95777,499,521,20,2,2,508,975,1,520,520,100,100,1,520,520,0,895,2314
Ec-24_003470.1,EsuBft703_7a-00001,0.0214,0.1111,0.1926,3,95181,316,332,16,0,0,325,9789,1,332,332,100,100,1,332,332,0,630,1626
Ec-24_003480.1,EsuBft703_8a-00001,0.03642,0.1362,0.2674,5,90087,309,343,31,1,3,321,9359,1,340,340,100,100,1,343,343,0,574,1479
Ec-24_003490.1,EsuBft316_3a-00001,0.04671,0.08268,0.565,10,8543,774,906,89,2,43,804,8874,4,908,908,99,99,1,864,864,0,1361,3522
Ec-24_003510.1,EsuBft316_5a-00001,0.03472,0.08676,0.4001,7,8932,276,309,25,2,8,288,932,1,308,308,100,100,45,346,346,6.65e-135,390,1003
Ec-24_003520.1,EsuBft316_6a-00001,0.05895,0.1421,0.4149,8,85366,280,328,41,1,7,298,9085,3,323,323,99,99,1,328,328,0,563,1450
Ec-24_003540.1,EsuBft316_7a-00001,0.0278,0.1399,0.1986,3,93165,259,278,16,2,3,266,9568,1,278,278,100,100,1,275,275,2.27e-176,491,1265
Ec-24_003550.1,EsuBft316_8a-00001,0.09188,0.1816,0.5061,9,89691,609,679,58,5,12,629,9264,1,679,747,91,91,1,667,769,0,1159,2999
Ec-24_003590.1,EsuBft316_13a-00001,0.03515,0.1481,0.2373,4,87023,114,131,8,1,9,117,8931,273,394,395,31,31,5,135,138,3.58e-71,224,570
Ec-24_003600.1,EsuBft316_14a-00001,0.03559,0.1634,0.2178,4,95038,249,262,13,0,0,253,9656,149,410,439,60,60,1,262,269,9.600000000000001e-167,471,1212
Ec-24_003610.1,EsuBft2370_3a-00001,0.03824,0.1241,0.3082,6,88641,398,449,39,3,12,412,9176,87,535,584,77,77,3,439,440,0,720,1858
Ec-24_003630.1,EsuBft1859_4a-00001,0.03637,0.07759,0.4687,9,91958,263,286,19,1,4,269,9406,80,365,409,70,70,1,282,284,0,516,1329
Ec-24_003670.1,EsuBft3528_2a-00001,0.0275,0.03625,0.7586,10,93814,182,194,12,0,0,187,9639,77,270,270,72,72,1,194,194,7.24e-133,378,970
Ec-24_003680.1,EsuBft2198_2a-00001,0.01899,0.1254,0.1514,2,95556,129,135,6,0,0,133,9852,1,135,135,100,100,1,135,135,5.98e-91,264,674
Ec-24_003690.1,EsuBft2198_3a-00001,0.02076,0.1118,0.1857,3,95701,512,535,23,0,0,525,9813,17,551,737,73,73,1,535,540,0,1058,2735
Ec-24_003700.1,EsuBft1719_7a-00001,0.01713,0.1127,0.152,2,97059,198,204,6,0,0,202,9902,1,204,204,100,100,1,204,204,1.44e-142,400,1027
Ec-24_003710.1,EsuBft1719_5a-00001,0.01438,0.07213,0.1993,3,96552,84,87,3,0,0,85,977,1,87,87,100,100,1,87,87,3e-57,170,430
Ec-24_003720.1,EsuBft1719_3a-00001,0.0277,0.1187,0.2333,4,92047,706,767,56,3,5,717,9348,1,764,764,100,100,1,765,765,0,1241,3210
Ec-24_003740.1,EsuBft2250_9a-00001,0.2312,0.3898,0.5932,10,688,86,125,39,0,0,94,752,1,125,125,100,100,1,125,125,1.6e-58,178,452
Ec-24_003780.1,EsuBft1678_4a-00001,0.01762,0.1047,0.1682,3,95528,769,805,27,3,9,778,9665,1,799,799,100,100,1,802,802,0,1575,4077
Ec-24_003790.1,EsuBft1678_3a-00001,0.02584,0.1863,0.1387,2,93886,430,458,25,1,3,443,9672,124,578,578,79,79,1,458,458,0,848,2190
Ec-24_003890.1,EsuBft1483_4a-00001,0.01948,0.1508,0.1292,2,95879,349,364,15,0,0,356,978,1,364,364,100,100,1,364,364,0,662,1709
Ec-24_003920.1,EsuBft161_6a-00001,0.01227,0.1458,0.08414,1,97377,297,305,8,0,0,302,9902,1,305,305,100,100,1,305,305,0,618,1593
Ec-24_003940.1,EsuBft161_5a-00001,0.02574,0.1236,0.2083,3,9219,661,717,50,3,6,678,9456,1,717,717,100,100,1,711,711,0,1274,3296
Ec-24_004010.1,EsuBft161_2a-00001,0.01925,0.08617,0.2234,4,96183,378,393,14,1,1,385,9796,44,436,438,90,90,1,392,394,0,756,1953
Ec-24_004030.1,EsuBft1220_14a-00001,0.03213,0.1441,0.223,4,74311,836,1125,195,16,94,896,7964,671,1774,1774,92,62,54,1105,1105,0,1437,3721
Ec-24_004090.1,EsuBft1220_5a-00001,0.06964,0.2279,0.3055,6,90,117,130,12,1,1,120,9231,1,130,430,30,30,1,129,146,3.03e-53,179,454
Ec-24_004100.1,EsuBft1220_4a-00001,0.06204,0.1243,0.499,9,82781,250,302,31,1,21,256,8477,1,281,283,99,99,1,302,304,0,509,1312
Ec-24_004130.1,EsuBft1030_6a-00001,0.02317,0.1743,0.1329,2,82877,726,876,49,7,101,749,855,121,929,1279,63,63,1,842,883,0,1344,3479
Ec-24_004160.1,EsuBft1030_4a-00001,0.02872,0.1477,0.1944,3,91429,960,1050,69,6,21,980,9333,1,1045,1045,100,100,1,1034,1034,0,1467,3799
Ec-24_004180.1,EsuBft1146_5a-00001,0.03424,0.1411,0.2426,4,96466,273,283,10,0,0,277,9788,78,360,507,56,56,16,298,299,0,558,1438
Ec-24_004200.1,EsuBft1146_4a-00001,0.02932,0.1708,0.1717,3,90738,676,745,55,5,14,697,9356,1,742,744,99,99,840,1573,1575,0,1288,3333
Ec-24_004210.1,EsuBft1146_3a-00001,0.03874,0.1814,0.2136,4,8908,310,348,27,3,11,322,9253,1,341,341,100,100,3,346,346,0,590,1522
Ec-24_004250.1,EsuBft1245_6a-00001,0.0102,0.1274,0.08008,1,97682,632,647,14,1,1,636,983,1,647,649,99,99,1,646,648,0,1286,3329
Ec-24_004260.1,EsuBft487_12a-00001,0.03225,0.1712,0.1883,3,90984,555,610,44,3,11,575,9426,445,1045,1045,58,58,1,608,608,0,1044,2699
Ec-24_004270.1,EsuBft487_11a-00001,0.04088,0.1539,0.2657,5,87887,936,1065,102,11,27,959,9005,319,1368,1368,77,77,2,1054,1054,0,1636,4237
Ec-24_004300.1,EsuBft487_10a-00001,0.04087,0.2061,0.1983,3,91099,696,764,53,4,15,710,9293,1,753,757,99,99,1,760,763,0,1261,3264
Ec-24_004310.1,EsuBft487_9a-00001,0,0.1832,0,1,100,83,83,0,0,0,83,100,1,83,83,100,100,1,83,83,1.34e-53,165,418
Ec-24_004320.1,EsuBft487_6a-00001,0.06529,0.09338,0.6992,10,85,544,640,92,3,4,564,8812,205,842,842,76,76,1,638,638,0,750,1936
Ec-24_004360.1,EsuBft487_5a-00001,0.04063,0.1869,0.2174,4,92084,570,619,49,0,0,589,9515,1,619,619,100,100,1,619,619,0,1167,3020
Ec-24_004370.1,EsuBft487_4a-00001,0.02386,0.1396,0.171,3,8875,355,400,24,4,21,361,9025,1,400,412,97,97,1,379,391,0,598,1541
Ec-24_004390.1,EsuBft487_3a-00001,0.01094,0.1702,0.06425,1,97598,1016,1041,21,2,4,1024,9837,1,1038,1038,100,100,1,1040,1040,0,2113,5475
Ec-24_004430.1,EsuBft1452_2a-00001,0.03284,0.1117,0.294,5,93266,651,698,45,1,2,660,9456,1,696,696,100,100,1,698,698,0,1154,2984
Ec-24_004450.1,EsuBft1452_4a-00001,0.03425,0.2247,0.1524,2,9717,103,106,3,0,0,103,9717,1,106,108,98,98,1,106,126,2.5e-70,207,528
Ec-24_004470.1,EsuBft1452_7a-00001,0.06064,0.1866,0.325,6,83196,302,363,34,3,27,313,8623,1,358,965,65,37,1,341,798,2.2400000000000002e-125,404,1038
Ec-24_004480.1,EsuBft2402_3a-00001,0.05713,0.09834,0.581,10,88443,551,623,71,1,1,575,923,1,623,623,100,100,1,622,622,0,1047,2707
Ec-25_000020.1,EsuBft1172_6a-00001,0.03591,0.1414,0.2539,4,91103,512,562,8,2,42,513,9128,3,522,545,95,95,2,563,585,0,1006,2602
Ec-25_000030.1,EsuBft1172_7a-00001,0.1141,0.2534,0.4502,8,81138,271,334,44,3,19,282,8443,1,327,348,94,94,1,322,340,0,537,1383
Ec-25_000060.1,EsuBft774_8a-00001,0.02004,0.118,0.1699,3,93158,354,380,20,1,6,362,9526,1,380,380,100,100,1,374,374,0,685,1768
Ec-25_000090.1,EsuBft2141_3a-00001,0.0417,0.1029,0.4054,8,90776,433,477,43,1,1,447,9371,1,477,479,99,99,1,476,478,0,808,2086
Ec-25_000100.1,EsuBft2141_4a-00001,0.021,0.1082,0.194,3,95,703,740,33,1,4,719,9716,1,736,736,100,100,1,740,740,0,1352,3500
Ec-25_000120.1,EsuBft486_11a-00001,0.04663,0.09518,0.4899,9,89722,646,720,72,2,2,665,9236,173,891,891,81,81,1,719,719,0,1259,3258
Ec-25_000130.1,EsuBft486_12a-00001,0.01184,0.09919,0.1194,2,97917,235,240,5,0,0,237,9875,1,240,240,100,100,41,280,280,1.46e-171,478,1229
Ec-25_000140.2,EsuBft486_13a-00001,0.03021,0.1125,0.2685,5,92992,491,528,35,2,2,504,9545,1,527,527,100,100,1,527,527,0,882,2278
Ec-25_000150.1,EsuBft486_14a-00001,0.05624,0.1267,0.4438,8,94493,429,454,25,0,0,441,9714,1,454,477,95,95,184,637,669,0,854,2207
Ec-25_000210.1,EsuBft257_3a-00001,0.04416,0.1535,0.2877,5,91873,260,283,15,1,8,264,9329,106,380,380,72,72,6,288,288,0,538,1385
Ec-25_000220.1,EsuBft257_2a-00001,0.03498,0.05758,0.6075,10,93478,215,230,15,0,0,221,9609,1,230,230,100,100,1,230,230,2.02e-158,442,1137
Ec-25_000260.1,EsuBft773_9a-00001,0.01165,0.09323,0.125,2,97411,301,309,8,0,0,304,9838,1,309,309,100,100,1,309,309,0,613,1580
Ec-25_000280.1,EsuBft1013_7a-00001,0.07927,0.1066,0.7439,10,84838,235,277,40,2,2,245,8845,1,277,277,100,100,1,275,275,1.61e-153,434,1115
Ec-25_000320.1,EsuBft1959_6a-00001,0.0131,0.09837,0.1331,2,97101,201,207,6,0,0,204,9855,107,313,314,66,66,1,207,211,9.63e-151,426,1094
Ec-25_000370.1,EsuBft1685_6a-00001,0.3122,0.6194,0.504,9,53835,365,678,277,9,36,440,649,8,667,763,87,87,6,665,718,0,639,1648
Ec-25_000380.1,EsuBft1685_3a-00001,0.03607,0.08667,0.4161,8,9258,524,566,39,1,3,545,9629,1,563,565,99,99,1,566,568,0,1069,2764
Ec-25_000390.1,EsuBft486_23a-00001,0.05726,0.1369,0.4184,8,91209,415,455,40,0,0,425,9341,1,455,520,88,88,1,455,470,0,849,2194
Ec-25_000400.1,EsuBft486_22a-00001,0.02653,0.1195,0.2219,4,9458,541,572,30,1,1,556,972,1,572,572,100,100,17,587,587,0,1065,2753
Ec-25_000410.1,EsuBft486_21a-00001,0.04784,0.1098,0.4355,8,86711,522,602,67,9,13,536,8904,1,596,596,100,100,1,595,595,0,728,1878
Ec-25_000440.1,EsuBft486_15a-00001,0.07167,0.1278,0.5609,10,7958,417,524,76,7,31,438,8359,68,577,2097,24,24,2,508,509,0,689,1779
Ec-25_000450.1,EsuBft257_4a-00001,0.009978,0.1027,0.09718,1,9769,296,303,6,1,1,301,9934,112,414,414,73,73,1,302,302,0,616,1588
Ec-25_000510.1,EsuBft257_9a-00001,0.04212,0.1521,0.2768,5,7829,1035,1322,164,14,123,1070,8094,1,1303,1687,100,77,1,1218,1723,0,1727,4472
Ec-25_000560.1,EsuBft334_3a-00001,0.004711,0.09918,0.0475,1,9902,1718,1735,17,0,0,1721,9919,1,1735,1735,100,100,1,1735,1735,0,3581,9285
Ec-25_000600.1,EsuBft334_6a-00001,0.03134,0.1093,0.2866,5,8484,582,686,71,5,33,598,8717,503,1160,1173,93,56,438,1118,1341,0,929,2402
Ec-25_000670.1,EsuBft238_2a-00001,0.01969,0.1281,0.1537,2,94271,362,384,18,3,4,367,9557,1,384,384,100,100,1,380,380,0,701,1808
Ec-25_000690.1,EsuBft238_3a-00001,0.06114,0.1889,0.3237,6,80589,465,577,69,5,43,485,8406,1,574,1338,43,43,1,537,540,0,702,1813
Ec-25_000700.1,EsuBft238_4a-00001,0.02971,0.1473,0.2017,3,93017,373,401,25,1,3,384,9576,54,454,454,88,88,1,398,398,0,705,1819
Ec-25_000710.1,EsuBft238_6a-00001,0.03326,0.1052,0.3163,6,92662,644,695,47,2,4,661,9511,1,692,692,100,100,1,694,694,0,1223,3164
Ec-25_000720.1,EsuBft238_7a-00001,0.05369,0.1368,0.3924,7,87023,342,393,43,3,8,356,9059,2,394,394,99,99,1,385,385,0,624,1608
Ec-25_000730.1,EsuBft238_8a-00001,0.006212,0.09917,0.06264,1,98598,633,642,9,0,0,637,9922,1,642,642,100,100,1,642,642,0,1303,3371
Ec-25_000740.1,EsuBft238_9a-00001,0.01723,0.1348,0.1278,2,96296,260,270,10,0,0,263,9741,346,615,615,44,44,1,270,270,3.17e-166,479,1233
Ec-25_000750.1,EsuBft238_10a-00001,0.07205,0.1196,0.6023,10,78408,650,829,115,3,64,669,807,1,783,783,100,100,1,811,811,0,1020,2637
Ec-25_000760.1,EsuBft238_11a-00001,0.02574,0.1236,0.2083,3,84662,563,665,47,3,55,583,8767,1,614,614,100,100,1,661,661,0,1055,2728
Ec-25_000780.2,EsuBft238_14a-00001,0.03978,0.09525,0.4177,8,85437,704,824,68,6,52,719,8726,152,971,972,94,84,290,1065,1404,0,971,2509
Ec-25_000790.1,EsuBft823_7a-00001,0.07488,0.151,0.4958,9,79586,807,1014,128,9,79,849,8373,262,1250,1250,79,79,4,963,963,0,1545,4000
Ec-25_000810.1,EsuBft291_37a-00001,0.1852,0.5354,0.346,6,9372,194,207,13,0,0,198,9565,134,340,340,61,61,83,289,289,1.18e-135,392,1006
Ec-25_000830.1,EsuBft823_3a-00001,0.009464,0.08034,0.1178,2,98062,253,258,5,0,0,255,9884,1,258,258,100,100,938,1195,1195,2.26e-177,524,1350
Ec-25_000840.1,EsuBft671_4a-00001,0.08544,0.1697,0.5034,9,95082,348,366,16,2,2,354,9672,25,388,403,90,90,38,403,424,0,654,1688
Ec-25_000850.1,EsuBft671_5a-00001,0,0.09945,0,1,100,209,209,0,0,0,209,100,1,209,209,100,100,1,209,209,5.23e-157,437,1123
Ec-25_000880.1,EsuBft671_8a-00001,0.04097,0.1157,0.3542,7,85495,890,1041,107,12,44,916,8799,835,1847,2204,54,46,166,1190,1224,0,1192,3083
Ec-25_000890.1,EsuBft671_9a-00001,0.2792,0.4721,0.5914,10,98611,71,72,1,0,0,71,9861,45,116,119,61,61,40,111,206,2.39e-47,155,392
Ec-25_000900.1,EsuBft671_10a-00001,0.03162,0.1268,0.2494,4,81511,507,622,53,5,62,518,8328,1,572,612,93,93,35,644,694,0,672,1733
Ec-25_000970.1,EsuBft149_8a-00001,0.0621,0.114,0.5446,9,87464,607,694,76,2,11,628,9049,20,702,709,96,96,7,700,707,0,1131,2925
Ec-25_000980.1,EsuBft149_11a-00001,0.00325,0.08911,0.03647,1,99351,306,308,2,0,0,307,9968,1,308,308,100,100,1,308,308,0,623,1606
Ec-25_000990.1,EsuBft149_12a-00001,0,0.112,0,1,100,169,169,0,0,0,169,100,1,169,169,100,100,63,231,231,1.69e-119,341,874
Ec-25_001020.1,EsuBft149_16a-00001,0.1102,0.2251,0.4898,9,82687,320,387,55,5,12,337,8708,20,398,401,95,95,34,416,420,0,552,1422
Ec-25_001030.1,EsuBft149_17a-00001,0.02801,0.1018,0.2752,5,91845,642,699,55,2,2,664,9499,43,740,740,94,94,1,698,698,0,1189,3077
Ec-25_001040.1,EsuBft149_18a-00001,0.03532,0.1977,0.1787,3,86916,279,321,27,2,15,286,891,49,369,562,57,57,1,306,309,3.53e-175,501,1291
Ec-25_001070.1,EsuBft149_19a-00001,0.07235,0.1559,0.4641,8,76212,503,660,73,6,84,524,7939,1,650,669,97,97,1,586,610,0,884,2285
Ec-25_001110.1,EsuBft335_3a-00001,0.03486,0.1074,0.3246,6,90821,1029,1133,79,3,25,1048,925,152,1269,1269,88,88,1,1123,1123,0,1788,4631
Ec-25_001120.1,EsuBft335_4a-00001,0.02806,0.1254,0.2238,4,93832,502,535,31,1,2,507,9477,1,535,535,100,100,1,533,533,0,984,2544
Ec-25_001140.1,EsuBft335_7a-00001,0.06265,0.1177,0.5322,9,85124,1133,1331,172,8,26,1164,8745,1,1323,1794,74,74,1,1313,1330,0,1872,4850
Ec-25_001170.1,EsuBft335_9a-00001,0.05122,0.1473,0.3478,6,81984,405,494,56,5,33,422,8543,276,762,762,64,64,282,749,749,0,553,1426
Ec-25_001180.1,EsuBft335_10a-00001,0.02349,0.09095,0.2583,5,94784,527,556,27,2,2,541,973,1,555,555,100,100,1,555,555,0,1089,2816
Ec-25_001230.1,EsuBft852_5a-00001,0.06938,0.1162,0.5968,10,84487,1160,1373,205,2,8,1209,8806,1371,2736,2736,68,50,505,1876,1876,0,1950,5052
Ec-25_001280.1,EsuBft852_10a-00001,0.1771,0.3063,0.5782,10,69333,104,150,34,3,12,111,74,87,230,365,39,39,1,144,145,2.57e-59,193,490
Ec-25_001310.1,EsuBft1420_2a-00001,0.03227,0.121,0.2666,5,9209,815,885,63,4,7,829,9367,42,924,924,96,96,1,880,880,0,1285,3326
Ec-25_001330.1,EsuBft1420_4a-00001,0.1006,0.1443,0.6971,10,81573,363,445,82,0,0,386,8674,1,445,445,100,100,1,445,445,0,731,1887
Ec-25_001360.1,EsuBft360_6a-00001,0.01292,0.09216,0.1402,2,97209,592,609,17,0,0,598,9819,1,609,609,100,100,1,609,609,0,1221,3159
Ec-25_001370.1,EsuBft360_7a-00001,0.01423,0.1329,0.1071,2,96646,1066,1103,34,1,3,1087,9855,1,1100,1100,100,100,1,1103,1103,0,2171,5626
Ec-25_001430.1,EsuBft77_21a-00001,0.02436,0.1086,0.2243,4,92453,882,954,68,4,4,903,9465,1,952,952,100,100,1,952,952,0,1520,3936
Ec-25_001450.1,EsuBft77_19a-00001,0.009814,0.1129,0.08694,1,9899,98,99,1,0,0,98,9899,1,99,99,100,100,63,161,161,5.12e-66,200,508
Ec-25_001480.1,EsuBft77_18a-00001,0.04319,0.07856,0.5497,9,82906,582,702,56,6,64,597,8504,34,673,711,90,90,34,733,768,0,904,2336
Ec-25_001490.1,EsuBft77_17a-00001,0.03554,0.1035,0.3435,6,90081,554,615,56,2,5,569,9252,1,615,615,100,100,1,610,610,0,1030,2664
Ec-25_001510.1,EsuBft77_15a-00001,0.05844,0.1395,0.419,8,88066,1749,1986,182,10,55,1797,9048,66,2002,2073,93,93,15,1994,2026,0,2977,7719
Ec-25_001530.1,EsuBft77_12a-00001,0.106,0.325,0.326,6,90604,270,298,25,2,3,283,9497,55,350,352,84,84,55,351,354,0,507,1306
Ec-25_001540.1,EsuBft77_11a-00001,0.04945,0.142,0.3481,6,85549,959,1121,87,10,75,983,8769,1,1096,1143,96,96,1,1071,1103,0,1344,3479
Ec-25_001550.1,EsuBft77_10a-00001,0.1749,0.2592,0.6749,10,83282,269,323,49,2,5,277,8576,620,941,1097,35,29,341,659,796,8.41e-112,371,952
Ec-25_001580.1,EsuBft77_5a-00001,0.05362,0.136,0.3943,7,76015,393,517,78,6,46,409,7911,629,1108,1525,65,31,13,520,532,0,617,1591
Ec-25_001610.1,EsuBft296_18a-00001,0.01839,0.1758,0.1046,2,95765,294,307,9,2,4,297,9674,1,304,362,84,84,1,306,307,0,597,1540
Ec-25_001620.1,EsuBft296_17a-00001,0.03587,0.1566,0.2291,4,92531,223,241,16,1,2,229,9502,1,239,239,100,100,1,241,241,2.04e-108,317,811
Ec-25_001630.1,EsuBft296_16a-00001,0.01197,0.1633,0.0733,1,97183,276,284,7,1,1,280,9859,1,284,284,100,100,1,283,283,0,548,1412
Ec-25_001650.1,EsuBft296_14a-00001,0.0157,0.06302,0.2491,4,88235,390,442,12,1,40,396,8959,4,405,405,99,99,3,444,444,0,795,2053
Ec-25_001670.1,EsuBft296_12a-00001,0.03166,0.1243,0.2546,4,93487,244,261,17,0,0,250,9579,1,261,261,100,100,1,261,261,3.85e-167,467,1201
Ec-25_001700.1,EsuBft296_10a-00001,0.08062,0.1528,0.5275,9,81221,173,213,33,2,7,184,8638,1,207,207,100,100,1,212,212,1.09e-90,269,688
Ec-25_001740.1,EsuBft296_8a-00001,0.03637,0.09684,0.3756,7,83333,350,420,28,1,42,360,8571,77,454,454,83,83,1,420,420,0,603,1555
Ec-25_001750.1,EsuBft296_7a-00001,0.008061,0.1605,0.05021,1,9803,199,203,4,0,0,201,9901,1,203,203,100,100,1,203,203,1.7799999999999999e-146,410,1053
Ec-25_001780.1,EsuBft1358_5a-00001,0.06261,0.1266,0.4944,9,7313,264,361,40,2,57,278,7701,1,304,304,100,100,1,361,361,7.53e-176,494,1273
Ec-25_001800.1,EsuBft1358_4a-00001,0.02879,0.1231,0.2338,4,96154,275,286,11,0,0,279,9755,88,373,380,98,75,186,471,847,0,565,1457
Ec-25_001830.1,EsuBft1547_2a-00001,0.07434,0.1483,0.5014,9,83198,411,494,70,2,13,427,8644,1,481,481,100,100,100,593,593,0,759,1961
Ec-25_001840.1,EsuBft1711_7a-00001,0.09283,0.2031,0.4571,8,68421,130,190,28,2,32,140,7368,69,258,259,73,73,7,164,166,1.7499999999999999e-62,198,503
Ec-25_001860.1,EsuBft506_2a-00001,0.0704,0.1294,0.5442,9,85029,1880,2211,265,2,66,1957,8851,360,2504,3465,62,62,5,2215,2392,0,3202,8303
Ec-25_001880.1,EsuBft506_5a-00001,0.04356,0.1208,0.3606,7,84387,681,807,82,12,44,697,8637,1,782,782,100,100,1,788,788,0,1106,2860
Ec-25_001890.1,EsuBft506_7a-00001,0.09074,0.1939,0.4679,9,81563,407,499,75,4,17,429,8597,825,1306,1430,34,34,25,523,541,0,672,1733
Ec-25_001920.1,EsuBft506_10a-00001,0.008589,0.05036,0.1705,3,97717,214,219,4,1,1,215,9817,394,611,611,36,36,1,219,219,1.09e-145,425,1092
Ec-25_001970.1,EsuBft3266_2a-00001,0.02479,0.1334,0.1858,3,947,268,283,15,0,0,273,9647,1,283,283,100,100,1,283,283,0,525,1351
Ec-25_002000.1,EsuBft1531_4a-00001,0.03573,0.06393,0.5589,9,92513,346,374,28,0,0,355,9492,1,374,374,100,100,1,374,374,0,637,1644
Ec-25_002020.3,EsuBft1531_6a-00001,0.04781,0.1139,0.4197,8,85503,985,1152,146,6,21,1014,8802,1,1135,1154,98,98,1,1148,1270,0,1605,4155
Ec-25_002030.1,EsuBft1531_7a-00001,0.1619,0.3585,0.4516,8,95223,299,314,12,1,3,301,9586,73,383,513,61,61,13,326,441,0,585,1507
Ec-25_002040.1,EsuBft645_2a-00001,0.05682,0.08464,0.6714,10,78723,555,705,62,4,88,571,8099,10,635,1315,48,48,36,731,732,0,1038,2683
Ec-25_002060.1,EsuBft645_4a-00001,0.05102,0.1116,0.4571,8,8008,398,497,52,7,47,412,829,1,468,468,100,100,1,479,479,0,591,1523
Ec-25_002080.1,EsuBft645_9a-00001,0.1288,0.3348,0.3848,7,8216,175,213,24,3,14,182,8545,1,200,476,42,42,34,245,281,3.8000000000000004e-113,337,863
Ec-25_002110.1,EsuBft645_12a-00001,0.03407,0.1085,0.3139,6,92806,387,417,29,1,1,393,9424,1,417,417,100,100,1,416,416,0,684,1765
Ec-25_002120.1,EsuBft645_13a-00001,0.04391,0.1074,0.4088,8,76187,1059,1390,229,20,102,1116,8029,1,1336,1337,99,99,2,1343,1348,0,1624,4205
Ec-25_002210.1,EsuBft2579_2a-00001,0.3637,1.483,0.2453,4,49764,211,424,188,12,25,264,6226,60,473,478,87,87,10,418,536,1.07e-88,285,730
Ec-25_002240.1,EsuBft645_14a-00001,0.02039,0.07491,0.2721,5,96045,340,354,12,1,2,343,9689,1,354,354,100,100,1,352,352,0,696,1795
Ec-25_002250.1,EsuBft645_15a-00001,0.07658,0.1732,0.4421,8,82161,327,398,54,3,17,340,8543,1,398,398,100,100,1,381,381,0,622,1604
Ec-25_002300.1,EsuBft1194_3a-00001,0.04525,0.122,0.3711,7,86342,1650,1911,165,20,96,1690,8844,16,1888,1897,99,99,19,1871,2404,0,2219,5751
Ec-25_002310.1,EsuBft1194_4a-00001,0.3054,0.891,0.3427,6,75266,283,376,24,4,69,287,7633,1,360,589,61,61,1,323,552,0,567,1462
Ec-25_002370.1,EsuBft1736_3a-00001,0.04191,0.1338,0.3132,6,85841,194,226,31,1,1,197,8717,1,225,238,95,95,1,226,239,4.48e-58,188,478
