Orthogroup	Fd_tasm	Fs_tasm	Laminaria-digitata_MALE_proteins	Saccorhiza-polyschides_MALE_proteins
OG0074514			prot_L-digitata_M_contig7190.2.1	
OG0074515			prot_L-digitata_M_contig14803.1.1	
OG0074516			prot_L-digitata_M_contig14822.1.1	
OG0074517			prot_L-digitata_M_contig14824.1.1	
OG0074518			prot_L-digitata_M_contig14885.1.1	
OG0074519			prot_L-digitata_M_contig14887.2.1	
OG0074520			prot_L-digitata_M_contig14897.1.1	
OG0074521			prot_L-digitata_M_contig65277.1.1	
OG0074522			prot_L-digitata_M_contig65281.1.1	
OG0074523			prot_L-digitata_M_contig65352.1.1	
OG0074524			prot_L-digitata_M_contig65367.1.1	
OG0074525			prot_L-digitata_M_contig65384.2.1	
OG0074526			prot_L-digitata_M_contig65384.3.1	
OG0074527			prot_L-digitata_M_contig65444.1.1	
OG0074528			prot_L-digitata_M_contig65444.3.1	
OG0074529			prot_L-digitata_M_contig65489.2.1	
OG0074530			prot_L-digitata_M_contig65501.1.1	
OG0074531			prot_L-digitata_M_contig65512.1.1	
OG0074532			prot_L-digitata_M_contig65547.2.1	
OG0074533			prot_L-digitata_M_contig65547.3.1	
OG0074534			prot_L-digitata_M_contig65577.1.1	
OG0074535			prot_L-digitata_M_contig65587.1.1	
OG0074536			prot_L-digitata_M_contig65608.1.1	
OG0074537			prot_L-digitata_M_contig65612.1.1	
OG0074538			prot_L-digitata_M_contig65733.1.1	
OG0074539			prot_L-digitata_M_contig65770.1.1	
OG0074540			prot_L-digitata_M_contig65770.2.1	
OG0074541			prot_L-digitata_M_contig65770.3.1	
OG0074542			prot_L-digitata_M_contig65804.2.1	
OG0074543			prot_L-digitata_M_contig4054.5.1	
OG0074544			prot_L-digitata_M_contig4054.7.1	
OG0074545			prot_L-digitata_M_contig4063.1.1	
OG0074546			prot_L-digitata_M_contig4069.4.1	
OG0074547			prot_L-digitata_M_contig4077.1.1	
OG0074548			prot_L-digitata_M_contig11957.1.1	
OG0074549			prot_L-digitata_M_contig11957.2.1	
OG0074550			prot_L-digitata_M_contig11957.5.1	
OG0074551			prot_L-digitata_M_contig11957.6.1	
OG0074552			prot_L-digitata_M_contig12001.1.1	
OG0074553			prot_L-digitata_M_contig12009.2.1	
OG0074554			prot_L-digitata_M_contig12009.5.1	
OG0074555			prot_L-digitata_M_contig12015.1.1	
OG0074556			prot_L-digitata_M_contig12018.3.1	
OG0074557			prot_L-digitata_M_contig12038.1.1	
OG0074558			prot_L-digitata_M_contig71083.1.1	
OG0074559			prot_L-digitata_M_contig71117.1.1	
OG0074560			prot_L-digitata_M_contig71123.1.1	
OG0074561			prot_L-digitata_M_contig71144.1.1	
OG0074562			prot_L-digitata_M_contig71167.2.1	
OG0074563			prot_L-digitata_M_contig71199.1.1	
OG0074564			prot_L-digitata_M_contig71264.1.1	
OG0074565			prot_L-digitata_M_contig71299.1.1	
OG0074566			prot_L-digitata_M_contig71309.1.1	
OG0074567			prot_L-digitata_M_contig71309.2.1	
OG0074568			prot_L-digitata_M_contig71362.1.1	
OG0074569			prot_L-digitata_M_contig71368.2.1	
OG0074570			prot_L-digitata_M_contig71370.1.1	
OG0074571			prot_L-digitata_M_contig71370.2.1	
OG0074572			prot_L-digitata_M_contig71381.1.1	
OG0074573			prot_L-digitata_M_contig71390.1.1	
OG0074574			prot_L-digitata_M_contig71407.1.1	
OG0074575			prot_L-digitata_M_contig71443.2.1	
OG0074576			prot_L-digitata_M_contig71498.1.1	
OG0074577			prot_L-digitata_M_contig71501.1.1	
OG0074578			prot_L-digitata_M_contig71516.1.1	
OG0074579			prot_L-digitata_M_contig71517.1.1	
OG0074580			prot_L-digitata_M_contig71520.2.1	
OG0074581			prot_L-digitata_M_contig71532.1.1	
OG0074582			prot_L-digitata_M_contig71537.1.1	
OG0074583			prot_L-digitata_M_contig71537.2.1	
OG0074584			prot_L-digitata_M_contig71537.3.1	
OG0074585			prot_L-digitata_M_contig71568.1.1	
OG0074586			prot_L-digitata_M_contig71618.2.1	
OG0074587			prot_L-digitata_M_contig71620.1.1	
OG0074588			prot_L-digitata_M_contig71643.1.1	
OG0074589			prot_L-digitata_M_contig71655.1.1	
OG0074590			prot_L-digitata_M_contig71688.1.1	
OG0074591			prot_L-digitata_M_contig44536.1.1	
OG0074592			prot_L-digitata_M_contig44549.1.1	
OG0074593			prot_L-digitata_M_contig44554.2.1	
OG0074594			prot_L-digitata_M_contig44594.1.1	
OG0074595			prot_L-digitata_M_contig44609.1.1	
OG0074596			prot_L-digitata_M_contig44611.1.1	
OG0074597			prot_L-digitata_M_contig44643.2.1	
OG0074598			prot_L-digitata_M_contig44648.2.1	
OG0074599			prot_L-digitata_M_contig44672.1.1	
OG0074600			prot_L-digitata_M_contig44684.1.1	
OG0074601			prot_L-digitata_M_contig44687.1.1	
OG0074602			prot_L-digitata_M_contig44687.3.1	
OG0074603			prot_L-digitata_M_contig44722.1.1	
OG0074604			prot_L-digitata_M_contig44724.1.1	
OG0074605			prot_L-digitata_M_contig44746.3.1	
OG0074606			prot_L-digitata_M_contig44764.1.1	
OG0074607			prot_L-digitata_M_contig44772.1.1	
OG0074608			prot_L-digitata_M_contig44781.1.1	
OG0074609			prot_L-digitata_M_contig44783.2.1	
OG0074610			prot_L-digitata_M_contig44793.2.1	
OG0074611			prot_L-digitata_M_contig44798.1.1	
OG0074612			prot_L-digitata_M_contig44829.1.1	
OG0074613			prot_L-digitata_M_contig44829.3.1	
OG0074614			prot_L-digitata_M_contig44842.2.1	
OG0074615			prot_L-digitata_M_contig14920.1.1	
OG0074616			prot_L-digitata_M_contig14931.1.1	
OG0074617			prot_L-digitata_M_contig14932.2.1	
OG0074618			prot_L-digitata_M_contig14935.1.1	
OG0074619			prot_L-digitata_M_contig14938.2.1	
OG0074620			prot_L-digitata_M_contig14976.1.1	
OG0074621			prot_L-digitata_M_contig14987.1.1	
OG0074622			prot_L-digitata_M_contig15016.3.1	
OG0074623			prot_L-digitata_M_contig15042.1.1	
OG0074624			prot_L-digitata_M_contig4155.2.1	
OG0074625			prot_L-digitata_M_contig4159.1.1	
OG0074626			prot_L-digitata_M_contig4174.1.1	
OG0074627			prot_L-digitata_M_contig4175.2.1	
OG0074628			prot_L-digitata_M_contig4175.3.1	
OG0074629			prot_L-digitata_M_contig4176.1.1	
OG0074630			prot_L-digitata_M_contig4184.7.1	
OG0074631			prot_L-digitata_M_contig4195.1.1	
OG0074632			prot_L-digitata_M_contig4198.1.1	
OG0074633			prot_L-digitata_M_contig4204.1.1	
OG0074634			prot_L-digitata_M_contig4216.2.1	
OG0074635			prot_L-digitata_M_contig4217.3.1	
OG0074636			prot_L-digitata_M_contig6074.1.1	
OG0074637			prot_L-digitata_M_contig6076.2.1	
OG0074638			prot_L-digitata_M_contig6093.2.1	
OG0074639			prot_L-digitata_M_contig6111.3.1	
OG0074640			prot_L-digitata_M_contig6141.1.1	
OG0074641			prot_L-digitata_M_contig95407.2.1	
OG0074642			prot_L-digitata_M_contig95442.1.1	
OG0074643			prot_L-digitata_M_contig95444.2.1	
OG0074644			prot_L-digitata_M_contig95458.1.1	
OG0074645			prot_L-digitata_M_contig95460.1.1	
OG0074646			prot_L-digitata_M_contig95460.2.1	
OG0074647			prot_L-digitata_M_contig95471.2.1	
OG0074648			prot_L-digitata_M_contig95477.1.1	
OG0074649			prot_L-digitata_M_contig95477.2.1	
OG0074650			prot_L-digitata_M_contig95477.3.1	
OG0074651			prot_L-digitata_M_contig95516.2.1	
OG0074652			prot_L-digitata_M_contig95519.1.1	
OG0074653			prot_L-digitata_M_contig95523.2.1	
OG0074654			prot_L-digitata_M_contig95523.3.1	
OG0074655			prot_L-digitata_M_contig95546.1.1	
OG0074656			prot_L-digitata_M_contig95552.1.1	
OG0074657			prot_L-digitata_M_contig95571.1.1	
OG0074658			prot_L-digitata_M_contig95574.1.1	
OG0074659			prot_L-digitata_M_contig95598.1.1	
OG0074660			prot_L-digitata_M_contig95643.1.1	
OG0074661			prot_L-digitata_M_contig95653.1.1	
OG0074662			prot_L-digitata_M_contig95656.1.1	
OG0074663			prot_L-digitata_M_contig95700.2.1	
OG0074664			prot_L-digitata_M_contig95705.1.1	
OG0074665			prot_L-digitata_M_contig95705.2.1	
OG0074666			prot_L-digitata_M_contig95734.1.1	
OG0074667			prot_L-digitata_M_contig95764.2.1	
OG0074668			prot_L-digitata_M_contig95766.1.1	
OG0074669			prot_L-digitata_M_contig95772.1.1	
OG0074670			prot_L-digitata_M_contig95807.1.1	
OG0074671			prot_L-digitata_M_contig95871.1.1	
OG0074672			prot_L-digitata_M_contig95873.1.1	
OG0074673			prot_L-digitata_M_contig95875.1.1	
OG0074674			prot_L-digitata_M_contig95875.2.1	
OG0074675			prot_L-digitata_M_contig95907.1.1	
OG0074676			prot_L-digitata_M_contig95946.2.1	
OG0074677			prot_L-digitata_M_contig95957.1.1	
OG0074678			prot_L-digitata_M_contig96016.1.1	
OG0074679			prot_L-digitata_M_contig96036.1.1	
OG0074680			prot_L-digitata_M_contig96067.1.1	
OG0074681			prot_L-digitata_M_contig96069.1.1	
OG0074682			prot_L-digitata_M_contig96069.2.1	
OG0074683			prot_L-digitata_M_contig96079.1.1	
OG0074684			prot_L-digitata_M_contig96082.1.1	
OG0074685			prot_L-digitata_M_contig96088.1.1	
OG0074686			prot_L-digitata_M_contig96134.2.1	
OG0074687			prot_L-digitata_M_contig96138.1.1	
OG0074688			prot_L-digitata_M_contig96145.1.1	
OG0074689			prot_L-digitata_M_contig96150.1.1	
OG0074690			prot_L-digitata_M_contig96194.1.1	
OG0074691			prot_L-digitata_M_contig96200.2.1	
OG0074692			prot_L-digitata_M_contig96208.2.1	
OG0074693			prot_L-digitata_M_contig96221.1.1	
OG0074694			prot_L-digitata_M_contig96268.1.1	
OG0074695			prot_L-digitata_M_contig96276.1.1	
OG0074696			prot_L-digitata_M_contig96291.1.1	
OG0074697			prot_L-digitata_M_contig96291.2.1	
OG0074698			prot_L-digitata_M_contig96315.1.1	
OG0074699			prot_L-digitata_M_contig1371.7.1	
OG0074700			prot_L-digitata_M_contig1383.1.1	
OG0074701			prot_L-digitata_M_contig1391.13.1	
OG0074702			prot_L-digitata_M_contig1398.2.1	
OG0074703			prot_L-digitata_M_contig1410.2.1	
OG0074704			prot_L-digitata_M_contig1410.3.1	
OG0074705			prot_L-digitata_M_contig1410.7.1	
OG0074706			prot_L-digitata_M_contig24345.1.1	
OG0074707			prot_L-digitata_M_contig24351.1.1	
OG0074708			prot_L-digitata_M_contig24377.2.1	
OG0074709			prot_L-digitata_M_contig24385.1.1	
OG0074710			prot_L-digitata_M_contig24385.2.1	
OG0074711			prot_L-digitata_M_contig24441.1.1	
OG0074712			prot_L-digitata_M_contig24478.1.1	
OG0074713			prot_L-digitata_M_contig24487.3.2	
OG0074714			prot_L-digitata_M_contig24519.1.1	
OG0074715			prot_L-digitata_M_contig126489.1.1	
OG0074716			prot_L-digitata_M_contig126495.1.1	
OG0074717			prot_L-digitata_M_contig126512.1.1	
OG0074718			prot_L-digitata_M_contig126571.1.1	
OG0074719			prot_L-digitata_M_contig126580.1.1	
OG0074720			prot_L-digitata_M_contig126584.1.1	
OG0074721			prot_L-digitata_M_contig126587.1.1	
OG0074722			prot_L-digitata_M_contig126588.1.1	
OG0074723			prot_L-digitata_M_contig126589.1.1	
OG0074724			prot_L-digitata_M_contig126590.1.1	
OG0074725			prot_L-digitata_M_contig126592.1.1	
OG0074726			prot_L-digitata_M_contig126595.1.1	
OG0074727			prot_L-digitata_M_contig126599.1.1	
OG0074728			prot_L-digitata_M_contig126601.1.1	
OG0074729			prot_L-digitata_M_contig126606.1.1	
OG0074730			prot_L-digitata_M_contig126618.1.1	
OG0074731			prot_L-digitata_M_contig126624.1.1	
OG0074732			prot_L-digitata_M_contig126630.1.1	
OG0074733			prot_L-digitata_M_contig126630.2.1	
OG0074734			prot_L-digitata_M_contig126645.1.1	
OG0074735			prot_L-digitata_M_contig126648.1.1	
OG0074736			prot_L-digitata_M_contig126662.1.1	
OG0074737			prot_L-digitata_M_contig126674.1.1	
OG0074738			prot_L-digitata_M_contig126712.1.1	
OG0074739			prot_L-digitata_M_contig126730.1.1	
OG0074740			prot_L-digitata_M_contig126732.1.1	
OG0074741			prot_L-digitata_M_contig126736.1.1	
OG0074742			prot_L-digitata_M_contig126738.1.1	
OG0074743			prot_L-digitata_M_contig126757.2.1	
OG0074744			prot_L-digitata_M_contig126765.1.1	
OG0074745			prot_L-digitata_M_contig126766.1.1	
OG0074746			prot_L-digitata_M_contig126766.2.1	
OG0074747			prot_L-digitata_M_contig126771.1.1	
OG0074748			prot_L-digitata_M_contig126835.1.1	
OG0074749			prot_L-digitata_M_contig126846.1.1	
OG0074750			prot_L-digitata_M_contig126859.1.1	
OG0074751			prot_L-digitata_M_contig126874.1.1	
OG0074752			prot_L-digitata_M_contig126875.1.1	
OG0074753			prot_L-digitata_M_contig126882.1.1	
OG0074754			prot_L-digitata_M_contig126893.1.1	
OG0074755			prot_L-digitata_M_contig126893.3.1	
OG0074756			prot_L-digitata_M_contig126894.1.1	
OG0074757			prot_L-digitata_M_contig126924.1.1	
OG0074758			prot_L-digitata_M_contig126933.1.1	
OG0074759			prot_L-digitata_M_contig126954.1.1	
OG0074760			prot_L-digitata_M_contig127000.1.1	
OG0074761			prot_L-digitata_M_contig127000.2.1	
OG0074762			prot_L-digitata_M_contig127010.1.1	
OG0074763			prot_L-digitata_M_contig127070.1.1	
OG0074764			prot_L-digitata_M_contig127137.1.1	
OG0074765			prot_L-digitata_M_contig127151.1.1	
OG0074766			prot_L-digitata_M_contig127159.1.1	
OG0074767			prot_L-digitata_M_contig127164.1.1	
OG0074768			prot_L-digitata_M_contig127176.1.1	
OG0074769			prot_L-digitata_M_contig127180.1.1	
OG0074770			prot_L-digitata_M_contig127184.1.1	
OG0074771			prot_L-digitata_M_contig127184.2.1	
OG0074772			prot_L-digitata_M_contig127194.1.1	
OG0074773			prot_L-digitata_M_contig127197.1.1	
OG0074774			prot_L-digitata_M_contig127209.1.1	
OG0074775			prot_L-digitata_M_contig127262.1.1	
OG0074776			prot_L-digitata_M_contig127290.2.1	
OG0074777			prot_L-digitata_M_contig127294.1.1	
OG0074778			prot_L-digitata_M_contig127294.4.1	
OG0074779			prot_L-digitata_M_contig127301.1.1	
OG0074780			prot_L-digitata_M_contig127333.1.1	
OG0074781			prot_L-digitata_M_contig127379.1.1	
OG0074782			prot_L-digitata_M_contig127379.2.1	
OG0074783			prot_L-digitata_M_contig127381.1.1	
OG0074784			prot_L-digitata_M_contig127385.1.1	
OG0074785			prot_L-digitata_M_contig127393.1.1	
OG0074786			prot_L-digitata_M_contig127393.2.1	
OG0074787			prot_L-digitata_M_contig127399.2.1	
OG0074788			prot_L-digitata_M_contig127403.1.1	
OG0074789			prot_L-digitata_M_contig127413.1.1	
OG0074790			prot_L-digitata_M_contig127454.2.1	
OG0074791			prot_L-digitata_M_contig127463.1.1	
OG0074792			prot_L-digitata_M_contig127508.1.1	
OG0074793			prot_L-digitata_M_contig127511.1.1	
OG0074794			prot_L-digitata_M_contig127511.2.1	
OG0074795			prot_L-digitata_M_contig127513.2.1	
OG0074796			prot_L-digitata_M_contig127514.1.1	
OG0074797			prot_L-digitata_M_contig127524.1.1	
OG0074798			prot_L-digitata_M_contig127526.1.1	
OG0074799			prot_L-digitata_M_contig127541.1.1	
OG0074800			prot_L-digitata_M_contig127541.2.1	
OG0074801			prot_L-digitata_M_contig127565.1.1	
OG0074802			prot_L-digitata_M_contig127567.1.1	
OG0074803			prot_L-digitata_M_contig127586.1.1	
OG0074804			prot_L-digitata_M_contig127592.1.1	
OG0074805			prot_L-digitata_M_contig127632.1.1	
OG0074806			prot_L-digitata_M_contig127636.1.1	
OG0074807			prot_L-digitata_M_contig127636.2.1	
OG0074808			prot_L-digitata_M_contig127644.1.1	
OG0074809			prot_L-digitata_M_contig127646.1.1	
OG0074810			prot_L-digitata_M_contig127650.1.1	
OG0074811			prot_L-digitata_M_contig127653.1.1	
OG0074812			prot_L-digitata_M_contig127662.1.1	
OG0074813			prot_L-digitata_M_contig127662.2.1	
OG0074814			prot_L-digitata_M_contig127669.1.1	
OG0074815			prot_L-digitata_M_contig127669.2.1	
OG0074816			prot_L-digitata_M_contig127751.1.1	
OG0074817			prot_L-digitata_M_contig127752.1.1	
OG0074818			prot_L-digitata_M_contig127755.1.1	
OG0074819			prot_L-digitata_M_contig127762.1.1	
OG0074820			prot_L-digitata_M_contig127762.2.1	
OG0074821			prot_L-digitata_M_contig127762.3.1	
OG0074822			prot_L-digitata_M_contig127768.1.1	
OG0074823			prot_L-digitata_M_contig127774.1.1	
OG0074824			prot_L-digitata_M_contig127778.1.1	
OG0074825			prot_L-digitata_M_contig127786.1.1	
OG0074826			prot_L-digitata_M_contig127790.1.1	
OG0074827			prot_L-digitata_M_contig127793.1.1	
OG0074828			prot_L-digitata_M_contig127799.1.1	
OG0074829			prot_L-digitata_M_contig127801.1.1	
OG0074830			prot_L-digitata_M_contig127803.2.1	
OG0074831			prot_L-digitata_M_contig127812.1.1	
OG0074832			prot_L-digitata_M_contig127892.1.1	
OG0074833			prot_L-digitata_M_contig127892.2.1	
OG0074834			prot_L-digitata_M_contig781.6.1	
OG0074835			prot_L-digitata_M_contig16293.1.1	
OG0074836			prot_L-digitata_M_contig16308.1.1	
OG0074837			prot_L-digitata_M_contig16396.2.1	
OG0074838			prot_L-digitata_M_contig16408.1.1	
OG0074839			prot_L-digitata_M_contig16420.1.1	
OG0074840			prot_L-digitata_M_contig9593.2.1	
OG0074841			prot_L-digitata_M_contig9596.1.1	
OG0074842			prot_L-digitata_M_contig9601.1.1	
OG0074843			prot_L-digitata_M_contig9608.1.1	
OG0074844			prot_L-digitata_M_contig9613.1.1	
OG0074845			prot_L-digitata_M_contig9657.2.1	
OG0074846			prot_L-digitata_M_contig9678.2.1	
OG0074847			prot_L-digitata_M_contig9680.1.1	
OG0074848			prot_L-digitata_M_contig132285.1.1	
OG0074849			prot_L-digitata_M_contig132378.1.1	
OG0074850			prot_L-digitata_M_contig132379.1.1	
OG0074851			prot_L-digitata_M_contig132385.1.1	
OG0074852			prot_L-digitata_M_contig132390.1.1	
OG0074853			prot_L-digitata_M_contig132390.2.1	
OG0074854			prot_L-digitata_M_contig132397.1.1	
OG0074855			prot_L-digitata_M_contig132397.2.1	
OG0074856			prot_L-digitata_M_contig132403.1.1	
OG0074857			prot_L-digitata_M_contig132415.2.1	
OG0074858			prot_L-digitata_M_contig132416.1.1	
OG0074859			prot_L-digitata_M_contig132434.1.1	
OG0074860			prot_L-digitata_M_contig132450.1.1	
OG0074861			prot_L-digitata_M_contig132533.1.1	
OG0074862			prot_L-digitata_M_contig132538.1.1	
OG0074863			prot_L-digitata_M_contig132544.1.1	
OG0074864			prot_L-digitata_M_contig132544.2.1	
OG0074865			prot_L-digitata_M_contig132548.1.1	
OG0074866			prot_L-digitata_M_contig132552.2.1	
OG0074867			prot_L-digitata_M_contig132553.1.1	
OG0074868			prot_L-digitata_M_contig132571.1.1	
OG0074869			prot_L-digitata_M_contig132583.1.1	
OG0074870			prot_L-digitata_M_contig132603.1.1	
OG0074871			prot_L-digitata_M_contig132611.1.1	
OG0074872			prot_L-digitata_M_contig132622.1.1	
OG0074873			prot_L-digitata_M_contig132635.1.1	
OG0074874			prot_L-digitata_M_contig132668.1.1	
OG0074875			prot_L-digitata_M_contig132679.1.1	
OG0074876			prot_L-digitata_M_contig132682.1.1	
OG0074877			prot_L-digitata_M_contig132693.1.1	
OG0074878			prot_L-digitata_M_contig132711.1.1	
OG0074879			prot_L-digitata_M_contig132716.1.1	
OG0074880			prot_L-digitata_M_contig132721.1.1	
OG0074881			prot_L-digitata_M_contig132737.1.1	
OG0074882			prot_L-digitata_M_contig132815.1.1	
OG0074883			prot_L-digitata_M_contig132819.2.1	
OG0074884			prot_L-digitata_M_contig132827.1.1	
OG0074885			prot_L-digitata_M_contig132829.1.1	
OG0074886			prot_L-digitata_M_contig132830.1.1	
OG0074887			prot_L-digitata_M_contig132833.2.1	
OG0074888			prot_L-digitata_M_contig132835.1.1	
OG0074889			prot_L-digitata_M_contig132839.1.1	
OG0074890			prot_L-digitata_M_contig132841.1.1	
OG0074891			prot_L-digitata_M_contig132841.2.1	
OG0074892			prot_L-digitata_M_contig132874.1.1	
OG0074893			prot_L-digitata_M_contig132923.1.1	
OG0074894			prot_L-digitata_M_contig132980.1.1	
OG0074895			prot_L-digitata_M_contig132981.1.1	
OG0074896			prot_L-digitata_M_contig132981.2.1	
OG0074897			prot_L-digitata_M_contig132983.1.1	
OG0074898			prot_L-digitata_M_contig132987.1.1	
OG0074899			prot_L-digitata_M_contig132988.2.1	
OG0074900			prot_L-digitata_M_contig132994.1.1	
OG0074901			prot_L-digitata_M_contig133004.1.1	
OG0074902			prot_L-digitata_M_contig133007.1.1	
OG0074903			prot_L-digitata_M_contig133009.1.1	
OG0074904			prot_L-digitata_M_contig133025.1.1	
OG0074905			prot_L-digitata_M_contig133030.2.1	
OG0074906			prot_L-digitata_M_contig133038.1.1	
OG0074907			prot_L-digitata_M_contig133078.1.1	
OG0074908			prot_L-digitata_M_contig133125.1.1	
OG0074909			prot_L-digitata_M_contig133127.1.1	
OG0074910			prot_L-digitata_M_contig133128.1.1	
OG0074911			prot_L-digitata_M_contig133138.1.1	
OG0074912			prot_L-digitata_M_contig133147.1.1	
OG0074913			prot_L-digitata_M_contig133148.1.1	
OG0074914			prot_L-digitata_M_contig133150.1.1	
OG0074915			prot_L-digitata_M_contig133161.1.1	
OG0074916			prot_L-digitata_M_contig133183.1.1	
OG0074917			prot_L-digitata_M_contig133198.2.1	
OG0074918			prot_L-digitata_M_contig133226.1.1	
OG0074919			prot_L-digitata_M_contig133226.2.1	
OG0074920			prot_L-digitata_M_contig133271.1.1	
OG0074921			prot_L-digitata_M_contig133272.1.1	
OG0074922			prot_L-digitata_M_contig133280.1.1	
OG0074923			prot_L-digitata_M_contig133281.1.1	
OG0074924			prot_L-digitata_M_contig133284.1.1	
OG0074925			prot_L-digitata_M_contig133287.2.1	
OG0074926			prot_L-digitata_M_contig133289.1.1	
OG0074927			prot_L-digitata_M_contig133290.1.1	
OG0074928			prot_L-digitata_M_contig133292.1.1	
OG0074929			prot_L-digitata_M_contig133306.1.1	
OG0074930			prot_L-digitata_M_contig133325.1.1	
OG0074931			prot_L-digitata_M_contig133366.1.1	
OG0074932			prot_L-digitata_M_contig133375.1.1	
OG0074933			prot_L-digitata_M_contig133384.1.1	
OG0074934			prot_L-digitata_M_contig133428.1.1	
OG0074935			prot_L-digitata_M_contig133432.1.1	
OG0074936			prot_L-digitata_M_contig133433.2.1	
OG0074937			prot_L-digitata_M_contig133436.1.1	
OG0074938			prot_L-digitata_M_contig133452.1.1	
OG0074939			prot_L-digitata_M_contig133468.1.1	
OG0074940			prot_L-digitata_M_contig133472.1.1	
OG0074941			prot_L-digitata_M_contig133487.2.1	
OG0074942			prot_L-digitata_M_contig133510.1.1	
OG0074943			prot_L-digitata_M_contig133529.1.1	
OG0074944			prot_L-digitata_M_contig133599.2.1	
OG0074945			prot_L-digitata_M_contig133610.1.1	
OG0074946			prot_L-digitata_M_contig133612.2.1	
OG0074947			prot_L-digitata_M_contig133615.1.1	
OG0074948			prot_L-digitata_M_contig133626.1.1	
OG0074949			prot_L-digitata_M_contig133663.1.1	
OG0074950			prot_L-digitata_M_contig133685.1.1	
OG0074951			prot_L-digitata_M_contig133707.1.1	
OG0074952			prot_L-digitata_M_contig133750.1.1	
OG0074953			prot_L-digitata_M_contig133752.1.1	
OG0074954			prot_L-digitata_M_contig133752.2.1	
OG0074955			prot_L-digitata_M_contig133753.1.1	
OG0074956			prot_L-digitata_M_contig133769.2.1	
OG0074957			prot_L-digitata_M_contig133769.3.1	
OG0074958			prot_L-digitata_M_contig5452.2.1	
OG0074959			prot_L-digitata_M_contig5466.8.1	
OG0074960			prot_L-digitata_M_contig5467.3.1	
OG0074961			prot_L-digitata_M_contig5470.1.1	
OG0074962			prot_L-digitata_M_contig5499.1.1	
OG0074963			prot_L-digitata_M_contig5502.6.1	
OG0074964			prot_L-digitata_M_contig2733.4.1	
OG0074965			prot_L-digitata_M_contig2753.2.1	
OG0074966			prot_L-digitata_M_contig53709.2.1	
OG0074967			prot_L-digitata_M_contig53732.1.1	
OG0074968			prot_L-digitata_M_contig53732.3.1	
OG0074969			prot_L-digitata_M_contig53752.1.1	
OG0074970			prot_L-digitata_M_contig53768.1.1	
OG0074971			prot_L-digitata_M_contig53807.2.1	
OG0074972			prot_L-digitata_M_contig53812.1.1	
OG0074973			prot_L-digitata_M_contig53878.2.1	
OG0074974			prot_L-digitata_M_contig53879.1.1	
OG0074975			prot_L-digitata_M_contig53885.1.1	
OG0074976			prot_L-digitata_M_contig53887.1.1	
OG0074977			prot_L-digitata_M_contig53887.2.1	
OG0074978			prot_L-digitata_M_contig53934.1.1	
OG0074979			prot_L-digitata_M_contig53986.2.1	
OG0074980			prot_L-digitata_M_contig54007.1.1	
OG0074981			prot_L-digitata_M_contig54061.1.1	
OG0074982			prot_L-digitata_M_contig54075.2.1	
OG0074983			prot_L-digitata_M_contig54080.1.1	
OG0074984			prot_L-digitata_M_contig54095.1.1	
OG0074985			prot_L-digitata_M_contig54103.1.1	
OG0074986			prot_L-digitata_M_contig8700.2.1	
OG0074987			prot_L-digitata_M_contig8711.1.1	
OG0074988			prot_L-digitata_M_contig8719.3.1	
OG0074989			prot_L-digitata_M_contig8728.1.1	
OG0074990			prot_L-digitata_M_contig8735.1.1	
OG0074991			prot_L-digitata_M_contig8744.1.1	
OG0074992			prot_L-digitata_M_contig8744.2.1	
OG0074993			prot_L-digitata_M_contig8755.1.1	
OG0074994			prot_L-digitata_M_contig8757.4.1	
OG0074995			prot_L-digitata_M_contig8762.1.1	
OG0074996			prot_L-digitata_M_contig8787.3.1	
OG0074997			prot_L-digitata_M_contig8788.1.1	
OG0074998			prot_L-digitata_M_contig36557.1.1	
OG0074999			prot_L-digitata_M_contig36586.1.1	
OG0075000			prot_L-digitata_M_contig36606.1.1	
OG0075001			prot_L-digitata_M_contig36614.1.1	
OG0075002			prot_L-digitata_M_contig36625.1.1	
OG0075003			prot_L-digitata_M_contig36625.4.1	
OG0075004			prot_L-digitata_M_contig36690.1.1	
OG0075005			prot_L-digitata_M_contig36690.2.1	
OG0075006			prot_L-digitata_M_contig36710.1.1	
OG0075007			prot_L-digitata_M_contig36712.1.1	
OG0075008			prot_L-digitata_M_contig36718.1.1	
OG0075009			prot_L-digitata_M_contig36725.1.1	
OG0075010			prot_L-digitata_M_contig36732.1.1	
OG0075011			prot_L-digitata_M_contig36732.2.1	
OG0075012			prot_L-digitata_M_contig36732.4.1	
OG0075013			prot_L-digitata_M_contig36733.2.1	
OG0075014			prot_L-digitata_M_contig36751.1.1	
OG0075015			prot_L-digitata_M_contig36751.2.1	
OG0075016			prot_L-digitata_M_contig36770.2.1	
OG0075017			prot_L-digitata_M_contig36784.2.1	
OG0075018			prot_L-digitata_M_contig493.1.1	
OG0075019			prot_L-digitata_M_contig802.1.1	
OG0075020			prot_L-digitata_M_contig808.7.1	
OG0075021			prot_L-digitata_M_contig811.1.1	
OG0075022			prot_L-digitata_M_contig818.3.1	
OG0075023			prot_L-digitata_M_contig822.1.1	
OG0075024			prot_L-digitata_M_contig1611.10.1	
OG0075025			prot_L-digitata_M_contig1611.12.1	
OG0075026			prot_L-digitata_M_contig1611.13.1	
OG0075027			prot_L-digitata_M_contig1621.2.1	
OG0075028			prot_L-digitata_M_contig1627.1.1	
OG0075029			prot_L-digitata_M_contig68110.1.1	
